(932, 8, -20, -24, -24, -20, -24, -15, -13, 127, -8, -15, -18, -22, 21)
(933, 9, -19, -16, -23, -28, -19, -28, -18, -10, 127, -13, -14, -15, 21)
(934, 10, -22, -34, -21, -30, -21, -21, -21, -19, -12, 127, -10, -15, 21)
(935, 11, -11, -19, -20, -20, -41, -21, -21, -17, -13, -7, 127, -6, 21)
(936, 12, -13, -16, -27, -23, -25, -21, -26, -22, -20, -17, -11, 127, 21)
(937, 1, 127, -9, -23, -26, -23, -24, -27, -21, -21, -22, -13, -12, 26)
(938, 2, -13, 127, -8, -15, -15, -36, -30, -22, -15, -33, -19, -14, 26)
(939, 3, -28, -13, 127, -11, -17, -20, -31, -26, -25, -23, -25, -27, 26)
(940, 4, -19, -14, -11, 127, -12, -21, -21, -18, -26, -28, -21, -19, 26)
(941, 5, -25, -16, -13, -14, 127, -12, -22, -24, -19, -22, -44, -25, 26)
(942, 6, -33, -30, -17, -16, -13, 127, -12, -16, -28, -21, -24, -21, 26)
(943, 7, -23, -24, -26, -24, -20, -11, 127, -13, -18, -20, -23, -24, 26)
(944, 8, -19, -23, -21, -25, -23, -14, -14, 127, -10, -18, -19, -21, 26)
(945, 9, -23, -17, -26, -27, -21, -20, -17, -11, 127, -11, -15, -19, 26)
(946, 10, -18, -23, -21, -28, -26, -24, -21, -19, -15, 127, -10, -15, 26)
(947, 11, -14, -19, -21, -19, -33, -20, -25, -15, -13, -9, 127, -8, 26)
(948, 12, -9, -16, -24, -23, -28, -26, -23, -24, -30, -19, -15, 127, 26)
(949, 1, 127, -13, -27, -22, -25, -33, -24, -20, -24, -18, -17, -8, 11)
(950, 2, -9, 127, -11, -15, -15, -28, -23, -22, -17, -22, -20, -14, 11)
(951, 3, -19, -11, 127, -15, -15, -19, -28, -24, -28, -24, -25, -25, 11)
(952, 4, -15, -13, -7, 127, -11, -13, -22, -23, -25, -25, -19, -20, 11)
(953, 5, -27, -17, -15, -12, 127, -13, -21, -24, -21, -27, -36, -28, 11)
(954, 6, -25, -21, -19, -18, -11, 127, -12, -14, -21, -24, -23, -25, 11)
(955, 7, -24, -26, -22, -27, -17, -10, 127, -14, -16, -21, -28, -21, 11)
(956, 8, -30, -25, -30, -24, -19, -13, -10, 127, -12, -19, -17, -23, 11)
(957, 9, -17, -21, -22, -21, -26, -17, -16, -7, 127, -14, -15, -29, 11)
(958, 10, -28, -17, -21, -25, -20, -22, -19, -17, -13, 127, -11, -19, 11)
(959, 11, -9, -15, -17, -24, -26, -18, -20, -12, -19, -10, 127, -13, 11)
(960, 12, -15, -17, -22, -21, -20, -25, -29, -31, -17, -23, -13, 127, 11)
(961, 1, 127, -11, -18, -18, -27, -25, -25, -32, -18, -29, -12, -13, 16)
(962, 2, -6, 127, -7, -13, -15, -20, -24, -23, -19, -15, -16, -14, 16)
(963, 3, -36, -12, 127, -9, -15, -20, -24, -32, -24, -23, -21, -23, 16)
(964, 4, -18, -14, -5, 127, -9, -16, -25, -23, -19, -23, -24, -18, 16)
(965, 5, -25, -18, -14, -14, 127, -13, -18, -19, -27, -21, -29, -19, 16)
(966, 6, -28, -32, -16, -19, -12, 127, -11, -13, -17, -22, -21, -23, 16)
(967, 7, -25, -24, -21, -25, -18, -11, 127, -10, -16, -19, -22, -27, 16)
(968, 8, -27, -26, -23, -33, -17, -17, -11, 127, -8, -16, -14, -29, 16)
(969, 9, -21, -25, -27, -28, -21, -19, -17, -7, 127, -13, -21, -15, 16)
(970, 10, -21, -23, -19, -27, -30, -31, -18, -15, -13, 127, -13, -21, 16)
(971, 11, -13, -19, -15, -22, -28, -25, -23, -16, -12, -7, 127, -9, 16)
(972, 12, -16, -18, -28, -39, -26, -25, -25, -24, -17, -16, -9, 127, 16)
(973, 1, 127, -7, -34, -20, -25, -28, -26, -27, -22, -21, -16, -15, 21)
(974, 2, -8, 127, -9, -15, -16, -30, -23, -25, -24, -21, -19, -15, 21)
(975, 3, -24, -11, 127, -8, -15, -18, -23, -25, -29, -21, -19, -29, 21)
(976, 4, -24, -14, -8, 127, -11, -17, -24, -30, -27, -25, -23, -35, 21)
(977, 5, -24, -17, -16, -14, 127, -13, -19, -18, -22, -31, -32, -26, 21)
(978, 6, -23, -39, -19, -24, -11, 127, -11, -17, -19, -32, -28, -23, 21)
(979, 7, -26, -31, -28, -22, -21, -12, 127, -10, -17, -17, -25, -23, 21)
(980, 8, -20, -24, -24, -20, -24, -15, -13, 127, -8, -15, -18, -22, 21)
(981, 9, -20, -16, -23, -28, -19, -28, -18, -10, 127, -13, -14, -15, 21)
(982, 10, -22, -34, -21, -30, -21, -21, -21, -19, -12, 127, -10, -15, 21)
(983, 11, -11, -19, -20, -20, -40, -21, -21, -17, -13, -7, 127, -6, 21)
(984, 12, -13, -16, -27, -22, -25, -21, -25, -22, -20, -17, -11, 127, 21)
(985, 1, 127, -9, -23, -27, -23, -23, -27, -21, -21, -22, -13, -12, 26)
(986, 2, -13, 127, -8, -15, -15, -37, -30, -23, -15, -33, -20, -14, 26)
(987, 3, -28, -13, 127, -11, -17, -20, -31, -26, -25, -23, -25, -28, 26)
(988, 4, -19, -14, -11, 127, -12, -22, -21, -18, -26, -28, -21, -19, 26)
(989, 5, -25, -16, -13, -14, 127, -12, -23, -24, -19, -22, -43, -25, 26)
(990, 6, -33, -28, -17, -16, -13, 127, -12, -16, -28, -21, -24, -21, 26)
(991, 7, -23, -24, -25, -24, -20, -11, 127, -13, -18, -20, -24, -23, 26)
(992, 8, -19, -23, -21, -25, -22, -14, -14, 127, -10, -18, -19, -21, 26)
(993, 9, -23, -17, -26, -27, -21, -20, -16, -11, 127, -11, -15, -19, 26)
