(50455, 2, -63, 127, -64, -69, 127, -77, -67, -67, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(6759, 1, 127, -78, -80, -71, -73, -75, -86, -66, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 11)
(6763, 5, -76, -69, -74, -58, 127, -83, -78, -78, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 11)
(6765, 7, -73, -74, -68, -69, -82, -75, 127, -75, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 11)
(6766, 8, -63, -69, -67, -67, -73, -69, -61, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 11)
(6780, 4, -66, -72, -67, 127, -68, -64, -65, -69, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(6781, 5, -72, -72, -81, -63, 127, -68, -76, -68, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(6795, 1, 127, -69, -72, -70, -73, -73, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(6796, 2, -64, 127, -64, -68, -72, -74, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(6801, 7, -75, -80, -74, -69, -78, -71, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(6813, 1, 127, -75, -73, -77, -80, 127, -76, -67, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 26)
(6814, 2, -68, 127, -66, -76, -72, -72, -72, -73, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 26)
(6816, 4, -74, -72, -66, 127, -73, 127, -70, -68, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 26)
(6835, 5, -76, -69, -75, -58, 127, -83, -77, -78, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 11)
(6837, 7, -73, -74, -68, -69, -82, -76, 127, -75, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 11)
(6838, 8, -64, -69, -67, -67, -73, -69, -61, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 11)
(6852, 4, -66, -72, -67, 127, -68, -64, -66, -69, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(6853, 5, -72, -72, -81, -63, 127, -68, -76, -67, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(6867, 1, 127, -68, -72, -70, -73, -73, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(6868, 2, -64, 127, -64, -68, -72, -74, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(6910, 8, -63, -69, -67, -67, -73, -69, -61, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 11)
(6924, 4, -66, -72, 127, 127, -68, -65, -66, -69, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(6927, 7, -73, -73, 127, -69, -77, -76, 127, -69, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(6940, 2, -65, 127, 127, -67, -71, -74, -71, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(6945, 7, -75, -79, -74, -69, -77, -71, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(6946, 8, -64, -69, -75, -62, -70, -78, -64, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(6957, 1, 127, -75, -73, -77, -80, -75, -76, -66, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 26)
(6960, 4, -75, -72, -66, 127, -73, -68, -70, -67, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 26)
(6982, 8, -63, -69, -67, -67, -73, -68, -61, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 11)
(6996, 4, -66, -72, -67, 127, -68, -65, -65, -70, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(6999, 7, -73, -73, -77, -69, -76, 127, 127, -69, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(7000, 8, -66, -65, -69, -65, -68, 127, -60, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(7011, 1, 127, -68, -72, -70, 127, 127, -71, -62, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(7012, 2, -64, 127, -64, -67, -72, 127, -71, -68, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(7018, 8, -64, -69, -75, -61, -70, -78, -64, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(7029, 1, 127, -75, -73, -77, -80, -75, -76, -66, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 26)
(7051, 5, -76, -68, -75, -58, 127, -82, -77, -78, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 11)
(7053, 7, -73, -74, -68, -69, -82, -75, 127, -75, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 11)
(7054, 8, -63, -69, -67, -67, -73, -69, -61, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 11)
(7070, 7, 127, -73, 127, -69, -77, 127, 127, -69, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(7071, 8, 127, -65, 127, -65, -68, 127, -60, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(7082, 1, 127, -68, 127, -70, -73, 127, -71, -62, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(7083, 2, -64, 127, 127, -68, -72, 127, -71, -68, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(7087, 6, -71, -69, -77, -67, -69, 127, -64, -70, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(7089, 8, -64, -68, -75, -61, -70, -78, -64, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(7100, 1, 127, -75, -73, -76, 127, -75, -76, -66, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 26)
(7122, 5, -76, -68, 127, -58, 127, -82, -77, -78, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 11)
(7124, 7, -73, -74, -68, -69, -82, -75, 127, -75, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 11)
(7125, 8, -63, -69, -67, -67, -73, -69, -62, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 11)
(7553, 5, -72, -73, -82, -63, 127, -68, -76, -67, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(7556, 8, -66, -65, -69, -66, -68, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(7567, 1, 127, -69, -72, -70, -73, 127, 127, -62, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(7568, 2, -65, 127, -64, -67, -72, 127, 127, -68, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(7997, 2, -64, 127, -64, -67, -72, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(8002, 7, -75, -79, -74, -69, -77, -71, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(8003, 8, -64, -69, -75, -63, -70, 127, -64, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(8014, 1, 127, -75, -73, -77, 127, 127, -76, -66, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 26)
(8015, 2, -67, 127, -66, 127, -72, -71, -71, -73, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 26)
(8017, 4, -75, -72, -66, 127, 127, -68, 127, -68, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 26)
