(11328, 1, 127, -28, 21)
(11329, 2, -17, 127, 21)
(11330, 1, 127, -20, 26)
(11331, 2, -24, 127, 26)
(11332, 1, 127, -27, 11)
(11333, 2, -20, 127, 11)
(11334, 1, 127, -23, 16)
(11335, 2, -26, 127, 16)
(11336, 1, 127, -28, 21)
(11337, 2, -18, 127, 21)
(11338, 1, 127, -20, 26)
(11339, 2, -24, 127, 26)
(11340, 1, 127, -27, 11)
(11341, 2, -20, 127, 11)
(11342, 1, 127, -23, 16)
(11343, 2, -26, 127, 16)
(11344, 1, 127, -28, 21)
(11345, 2, -18, 127, 21)
(11346, 1, 127, -20, 26)
(11347, 2, -24, 127, 26)
(11348, 1, 127, -27, 11)
(11349, 2, -20, 127, 11)
(11350, 1, 127, -23, 16)
(11351, 2, -26, 127, 16)
(11352, 1, 127, -28, 21)
(11353, 2, -18, 127, 21)
(11354, 1, 127, -20, 26)
(11355, 2, -24, 127, 26)
(11356, 1, 127, -27, 11)
(11357, 2, -20, 127, 11)
(11358, 1, 127, -23, 16)
(11359, 2, -26, 127, 16)
(11360, 1, 127, -28, 21)
(11361, 2, -18, 127, 21)
(11362, 1, 127, -20, 26)
(11363, 2, -24, 127, 26)
(11364, 1, 127, -27, 11)
(11365, 2, -20, 127, 11)
(11366, 1, 127, -23, 16)
(11367, 2, -26, 127, 16)
(11368, 1, 127, -28, 21)
(11369, 2, -18, 127, 21)
(11370, 1, 127, -20, 26)
(11371, 2, -24, 127, 26)
(11372, 1, 127, -27, 11)
(11373, 2, -20, 127, 11)
(11374, 1, 127, -23, 16)
(11375, 2, -26, 127, 16)
(11376, 1, 127, -28, 21)
(11377, 2, -18, 127, 21)
(11378, 1, 127, -20, 26)
(11379, 2, -24, 127, 26)
(11380, 1, 127, -27, 11)
(11381, 2, -20, 127, 11)
(11382, 1, 127, -23, 16)
(11383, 2, -26, 127, 16)
(11384, 1, 127, -28, 21)
(11385, 2, -18, 127, 21)
(11386, 1, 127, -20, 26)
(11387, 2, -24, 127, 26)
(11388, 1, 127, -27, 11)
(11389, 2, -20, 127, 11)
(11390, 1, 127, -23, 16)
(11391, 2, -26, 127, 16)
(11392, 1, 127, -28, 21)
(11393, 2, -17, 127, 21)
(11394, 1, 127, -20, 26)
(11395, 2, -24, 127, 26)
(11396, 1, 127, -27, 11)
(11397, 2, -20, 127, 11)
(11398, 1, 127, -23, 16)
(11399, 2, -26, 127, 16)
(11400, 1, 127, -28, 21)
(11401, 2, -18, 127, 21)
(11402, 1, 127, -20, 26)
(11403, 2, -24, 127, 26)
(11404, 1, 127, -27, 11)
(11405, 2, -20, 127, 11)
(11406, 1, 127, -23, 16)
(11407, 2, -26, 127, 16)
(11408, 1, 127, -28, 21)
(11409, 2, -18, 127, 21)
(11410, 1, 127, -20, 26)
(11411, 2, -24, 127, 26)
(11412, 1, 127, -27, 11)
(11413, 2, -20, 127, 11)
(11414, 1, 127, -23, 16)
(11415, 2, -26, 127, 16)
(11416, 1, 127, -28, 21)
(11417, 2, -18, 127, 21)
(11418, 1, 127, -20, 26)
(11419, 2, -24, 127, 26)
(11420, 1, 127, -27, 11)
(11421, 2, -20, 127, 11)
(11422, 1, 127, -23, 16)
(11423, 2, -26, 127, 16)
(11424, 1, 127, -28, 21)
(11425, 2, -18, 127, 21)
(11426, 1, 127, -20, 26)
(11427, 2, -24, 127, 26)
(11428, 1, 127, -27, 11)
(11429, 2, -20, 127, 11)
(11430, 1, 127, -23, 16)
(11431, 2, -26, 127, 16)
(11432, 1, 127, -28, 21)
(11433, 2, -18, 127, 21)
(11434, 1, 127, -20, 26)
(11435, 2, -24, 127, 26)
(11436, 1, 127, -27, 11)
(11437, 2, -20, 127, 11)
(11438, 1, 127, -23, 16)
(11439, 2, -26, 127, 16)
(11440, 1, 127, -28, 21)
(11441, 2, -18, 127, 21)
(11442, 1, 127, -20, 26)
(11443, 2, -24, 127, 26)
(11444, 1, 127, -27, 11)
(11445, 2, -20, 127, 11)
(11446, 1, 127, -23, 16)
(11447, 2, -26, 127, 16)
(11448, 1, 127, -28, 21)
(11449, 2, -18, 127, 21)
(11450, 1, 127, -20, 26)
(11451, 2, -24, 127, 26)
