(9826, 1, 127, -76, -73, -64, 11)
(9834, 1, 127, -73, -72, -68, 21)
(3463, 1, 127, -72, -74, -67, 21)
(3464, 2, -66, 127, -69, -68, 21)
(3465, 3, -69, -75, 127, -64, 21)
(3466, 4, -57, -67, -73, 127, 21)
(3467, 1, 127, -83, -77, -65, 26)
(3468, 2, -67, 127, -72, -69, 26)
(3469, 3, -71, -71, 127, -66, 26)
(3470, 4, -58, -71, -81, 127, 26)
(3471, 1, 127, -76, -75, -64, 11)
(3472, 2, -61, 127, -75, -71, 11)
(3473, 3, -66, -72, 127, -66, 11)
(3474, 4, -60, -59, -69, 127, 11)
(3475, 1, 127, -69, -78, -65, 16)
(3476, 2, -63, 127, -70, -64, 16)
(3477, 3, -67, -75, 127, -61, 16)
(3478, 4, -58, -63, -72, 127, 16)
(3479, 1, 127, -72, -75, -67, 21)
(3480, 2, -65, 127, -69, -68, 21)
(3481, 3, -69, -75, 127, -65, 21)
(3482, 4, -57, -67, -73, 127, 21)
(3483, 1, 127, -82, -76, -65, 26)
(3484, 2, -67, 127, -72, -69, 26)
(3485, 3, -71, -71, 127, -66, 26)
(3486, 4, -58, -70, -81, 127, 26)
(3487, 1, 127, -76, -75, -64, 11)
(3488, 2, -61, 127, -75, -71, 11)
(3489, 3, -66, -72, 127, -66, 11)
(3490, 4, -60, -59, -69, 127, 11)
(3491, 1, 127, -68, -78, -65, 16)
(3492, 2, -63, 127, -70, -64, 16)
(3493, 3, -67, -75, 127, -61, 16)
(3494, 4, -58, -63, -72, 127, 16)
(3495, 1, 127, -72, -74, -67, 21)
(3496, 2, -66, 127, -69, -68, 21)
(3497, 3, -69, -75, 127, -64, 21)
(3498, 4, -57, -67, -73, 127, 21)
(3499, 1, 127, -82, -76, -65, 26)
(3500, 2, -66, 127, -72, -69, 26)
(3501, 3, -71, -71, 127, -66, 26)
(3502, 4, -58, -71, -81, 127, 26)
(3503, 1, 127, -76, -75, -64, 11)
(3504, 2, -61, 127, -75, -71, 11)
(3505, 3, -66, -72, 127, -66, 11)
(3506, 4, -60, -59, -69, 127, 11)
(3507, 1, 127, -69, -78, -65, 16)
(3508, 2, -63, 127, -70, -65, 16)
(3509, 3, -67, -75, 127, -61, 16)
(3510, 4, -58, -62, -72, 127, 16)
(3511, 1, 127, -72, -75, -67, 21)
(3512, 2, -66, 127, -69, -68, 21)
(3513, 3, -69, -75, 127, -64, 21)
(3514, 4, -57, -67, -73, 127, 21)
(3515, 1, 127, 127, -77, -65, 26)
(3516, 2, -67, 127, -72, -69, 26)
(3517, 3, -70, -71, 127, -66, 26)
(3518, 4, -58, -71, -81, 127, 26)
(3519, 1, 127, -76, -75, -64, 11)
(3520, 2, -61, 127, -75, -71, 11)
(3521, 3, -66, -72, 127, -66, 11)
(3522, 4, -60, -59, -69, 127, 11)
(3523, 1, 127, -69, -78, -65, 16)
(3524, 2, -63, 127, -70, -65, 16)
(3525, 3, -67, -75, 127, -61, 16)
(3526, 4, -58, -63, -72, 127, 16)
(3527, 1, 127, -72, -75, -68, 21)
(3528, 2, -66, 127, -70, -68, 21)
(3529, 3, -69, -75, 127, -64, 21)
(3530, 4, -57, -67, -73, 127, 21)
(3531, 1, 127, -83, -77, -65, 26)
(3532, 2, -67, 127, -72, -69, 26)
(3533, 3, -71, -71, 127, -66, 26)
(3534, 4, -58, -71, -81, 127, 26)
(3535, 1, 127, -76, -75, -64, 11)
(3536, 2, -61, 127, -75, -71, 11)
(3537, 3, -66, -72, 127, -66, 11)
(3538, 4, -60, -59, -69, 127, 11)
(3539, 1, 127, -69, -78, -65, 16)
(3540, 2, -63, 127, -70, -64, 16)
(3541, 3, -67, -75, 127, -61, 16)
(3542, 4, -58, -63, -72, 127, 16)
(3543, 1, 127, -72, -75, -67, 21)
(3544, 2, -66, 127, -69, -67, 21)
(3545, 3, -69, -75, 127, -64, 21)
(3546, 4, -57, -67, -73, 127, 21)
(3547, 1, 127, -83, -76, -65, 26)
(3548, 2, -67, 127, -72, -69, 26)
