(17252, 3, -63, -71, 127, -63, 16)
(21538, 1, 127, -77, -74, -57, 16)
(21539, 2, -68, 127, -71, -63, 16)
(21540, 3, -71, -74, 127, -60, 16)
(21541, 4, -70, -61, -79, 127, 16)
(21542, 1, 127, -76, -75, -58, 21)
(21545, 4, -76, -66, -79, 127, 21)
(21546, 1, 127, -76, -76, -59, 26)
(21547, 2, -75, 127, -71, -68, 26)
(21548, 3, -75, -70, 127, -64, 26)
(21549, 4, -72, -70, -80, 127, 26)
(21550, 1, 127, -77, -75, -61, 11)
(21551, 2, -64, 127, -75, -68, 11)
(21552, 3, -66, -72, 127, -63, 11)
(21554, 1, 127, -78, -74, -57, 16)
(21555, 2, -68, 127, -72, -63, 16)
(21556, 3, -71, -74, 127, -60, 16)
(21557, 4, -70, -60, -79, 127, 16)
(21558, 1, 127, -76, -75, -58, 21)
(21559, 2, -72, 127, -70, -67, 21)
(21560, 3, -73, -77, 127, -63, 21)
(21561, 4, -76, -66, -80, 127, 21)
(21562, 1, 127, -75, -75, -59, 26)
(21563, 2, -75, 127, -71, -68, 26)
(21564, 3, -75, -70, 127, -64, 26)
(21565, 4, -72, -70, -81, 127, 26)
(21566, 1, 127, -78, -75, -61, 11)
(21567, 2, -64, 127, -75, -69, 11)
(21568, 3, -67, -72, 127, -63, 11)
(21570, 1, 127, -77, -74, -57, 16)
(21571, 2, -68, 127, -72, -63, 16)
(21572, 3, -71, -74, 127, -60, 16)
(21573, 4, -70, -61, -79, 127, 16)
(21574, 1, 127, -76, -75, -58, 21)
(21575, 2, -72, 127, -70, -66, 21)
(21576, 3, -73, -76, 127, -63, 21)
(21577, 4, -76, -66, -80, 127, 21)
(21578, 1, 127, -75, -75, -59, 26)
(21579, 2, -75, 127, -71, -67, 26)
(21580, 3, -75, -70, 127, -64, 26)
(21581, 4, -72, -70, -81, 127, 26)
(21582, 1, 127, -77, -75, -61, 11)
(21583, 2, -65, 127, -75, -69, 11)
(21584, 3, -67, -72, 127, -63, 11)
(21586, 1, 127, -78, -74, -57, 16)
(21587, 2, -68, 127, -72, -62, 16)
(21588, 3, -71, -74, 127, -60, 16)
(21589, 4, -70, -60, -79, 127, 16)
(21590, 1, 127, -76, -75, -58, 21)
(21591, 2, -72, 127, -70, -66, 21)
(21592, 3, -73, -77, 127, -63, 21)
(21593, 4, -76, -66, -80, 127, 21)
(21594, 1, 127, -75, -75, -59, 26)
(21595, 2, -75, 127, -71, -68, 26)
(21596, 3, -76, -70, 127, -64, 26)
(21597, 4, -72, -70, -81, 127, 26)
(21598, 1, 127, -77, -75, -61, 11)
(21599, 2, -64, 127, -75, -69, 11)
(21600, 3, -67, -72, 127, -63, 11)
(21602, 1, 127, -78, -74, -57, 16)
(21603, 2, -68, 127, -72, -63, 16)
(21604, 3, -71, -74, 127, -60, 16)
(21605, 4, -70, -61, -80, 127, 16)
(21606, 1, 127, -76, -75, -58, 21)
(21607, 2, -72, 127, -70, -67, 21)
(21608, 3, -73, -76, 127, -63, 21)
(21609, 4, -76, -66, -80, 127, 21)
(21610, 1, 127, -75, -75, -59, 26)
(21611, 2, -75, 127, -71, -67, 26)
(21612, 3, -76, -70, 127, -64, 26)
(21613, 4, -72, -70, -81, 127, 26)
(21614, 1, 127, -77, -75, -61, 11)
(21615, 2, -64, 127, -75, -69, 11)
(21616, 3, -66, -72, 127, -63, 11)
(21618, 1, 127, -78, -74, -57, 16)
(21619, 2, -68, 127, -72, -63, 16)
(21620, 3, -71, -74, 127, -60, 16)
(21621, 4, -70, -61, -80, 127, 16)
(21622, 1, 127, -76, -75, -58, 21)
(21623, 2, -72, 127, -70, -66, 21)
(21624, 3, -72, -76, 127, -63, 21)
(21625, 4, -76, -66, -80, 127, 21)
(21626, 1, 127, -75, -76, -59, 26)
(21627, 2, -75, 127, -71, -67, 26)
(21628, 3, -75, -70, 127, -64, 26)
(21629, 4, -72, -70, -81, 127, 26)
(21630, 1, 127, -78, -75, -61, 11)
(21631, 2, -65, 127, -75, -69, 11)
(21632, 3, -66, -72, 127, -63, 11)
(21634, 1, 127, -78, -74, -57, 16)
(21635, 2, -68, 127, -72, -63, 16)
(21636, 3, -71, -74, 127, -60, 16)
(21637, 4, -70, -61, -80, 127, 16)
(21638, 1, 127, -76, -75, -58, 21)
(21639, 2, -72, 127, -70, -66, 21)
(21640, 3, -73, -76, 127, -63, 21)
(21641, 4, -76, -66, -80, 127, 21)
(21642, 1, 127, -75, -75, -59, 26)
(21643, 2, -75, 127, -71, -68, 26)
(21644, 3, -76, -70, 127, -64, 26)
(21645, 4, -72, -70, -81, 127, 26)
(21646, 1, 127, -78, -75, -61, 11)
(21647, 2, -64, 127, -75, -69, 11)
(21648, 3, -66, -72, 127, -63, 11)
(21650, 1, 127, -79, -74, -57, 16)
