(24342, 1, 127, -76, -75, -58, 21)
(24349, 4, -72, -70, -80, 127, 26)
(30172, 1, 127, -74, -76, -64, 11)
(30173, 2, -65, 127, -71, -69, 11)
(30174, 3, -67, -63, 127, -70, 11)
(30176, 1, 127, -75, -77, -67, 16)
(30178, 3, -69, -65, 127, -64, 16)
(30179, 4, -57, -60, -66, 127, 16)
(30180, 1, 127, -77, -78, -67, 21)
(30182, 3, -71, -68, 127, -68, 21)
(30183, 4, -57, -64, -67, 127, 21)
(30184, 1, 127, -74, -78, -65, 26)
(30185, 2, -78, 127, -69, -67, 26)
(30186, 3, -70, -77, 127, -72, 26)
(30187, 4, -58, -66, -72, 127, 26)
(30188, 1, 127, -74, -76, -64, 11)
(30189, 2, -65, 127, -71, -69, 11)
(30190, 3, -67, -63, 127, -70, 11)
(30192, 1, 127, -75, -76, -67, 16)
(30194, 3, -69, -65, 127, -64, 16)
(30195, 4, -57, -60, -66, 127, 16)
(30196, 1, 127, -79, -78, -67, 21)
(30198, 3, -71, -68, 127, -68, 21)
(30199, 4, -57, -64, -67, 127, 21)
(30200, 1, 127, -74, -78, -65, 26)
(30201, 2, -78, 127, -69, -67, 26)
(30202, 3, -70, -77, 127, -72, 26)
(30203, 4, -58, -66, -72, 127, 26)
(30204, 1, 127, -75, -76, -64, 11)
(30205, 2, -64, 127, -71, -69, 11)
(30206, 3, -67, -63, 127, -70, 11)
(30208, 1, 127, -76, -76, -67, 16)
(30210, 3, -69, -65, 127, -64, 16)
(30211, 4, -57, -60, -66, 127, 16)
(30212, 1, 127, -77, -78, -67, 21)
(30214, 3, -71, -67, 127, -68, 21)
(30215, 4, -57, -64, -67, 127, 21)
(30216, 1, 127, -74, -78, -65, 26)
(30217, 2, -78, 127, -69, -67, 26)
(30218, 3, -70, -77, 127, -72, 26)
(30219, 4, -58, -66, -72, 127, 26)
(30220, 1, 127, -74, -76, -64, 11)
(30221, 2, -64, 127, -71, -69, 11)
(30222, 3, -67, -63, 127, -70, 11)
(30224, 1, 127, -75, -76, -67, 16)
(30226, 3, -69, -66, 127, -64, 16)
(30227, 4, -57, -60, -66, 127, 16)
(30228, 1, 127, -76, -78, -67, 21)
(30230, 3, -71, -68, 127, -68, 21)
(30231, 4, -57, -64, -67, 127, 21)
(30232, 1, 127, -74, -78, -65, 26)
(30233, 2, -78, 127, -69, -67, 26)
(30234, 3, -70, -77, 127, -72, 26)
(30235, 4, -58, -66, -72, 127, 26)
(30236, 1, 127, -74, -76, -64, 11)
(30237, 2, -65, 127, -71, -69, 11)
(30238, 3, -67, -63, 127, -70, 11)
(30240, 1, 127, -76, -77, -67, 16)
(30242, 3, -69, -66, 127, -64, 16)
(30243, 4, -57, -60, -67, 127, 16)
(30244, 1, 127, -76, -80, -67, 21)
(30246, 3, -71, -68, 127, -68, 21)
(30247, 4, -57, -64, -67, 127, 21)
(30248, 1, 127, -74, -78, -64, 26)
(30249, 2, -78, 127, -69, -67, 26)
(30250, 3, -70, -77, 127, -72, 26)
(30251, 4, -58, -66, -72, 127, 26)
(30252, 1, 127, -74, -76, -64, 11)
(30253, 2, -64, 127, -71, -69, 11)
(30254, 3, -67, -63, 127, -70, 11)
(30256, 1, 127, -75, -76, -67, 16)
(30258, 3, -69, -66, 127, -64, 16)
(30259, 4, -57, -59, -66, 127, 16)
(30260, 1, 127, -76, -78, -67, 21)
(30262, 3, -71, -68, 127, -68, 21)
(30263, 4, -57, -64, -67, 127, 21)
(30264, 1, 127, -74, -78, -65, 26)
(30265, 2, -78, 127, -69, -67, 26)
(30266, 3, -70, -77, 127, -72, 26)
(30267, 4, -58, -66, -72, 127, 26)
(30268, 1, 127, -74, -76, -64, 11)
(30269, 2, -65, 127, -71, -69, 11)
(30270, 3, -67, -63, 127, -70, 11)
(30272, 1, 127, -75, -77, -67, 16)
(30274, 3, -69, -65, 127, -64, 16)
(30275, 4, -57, -60, -66, 127, 16)
(30276, 1, 127, -76, -78, -67, 21)
(30278, 3, -71, -68, 127, -68, 21)
(30279, 4, -57, -64, -67, 127, 21)
(30280, 1, 127, -74, -78, -65, 26)
(30281, 2, -78, 127, -69, -67, 26)
(30282, 3, -70, -77, 127, -72, 26)
(30283, 4, -58, -66, -72, 127, 26)
(30284, 1, 127, -75, -76, -64, 11)
(30285, 2, -65, 127, -71, -69, 11)
(30286, 3, -67, -63, 127, -70, 11)
(30288, 1, 127, -75, -77, -67, 16)
(30290, 3, -69, -65, 127, -64, 16)
(30291, 4, -56, -60, -66, 127, 16)
(30292, 1, 127, -76, -78, -68, 21)
(30294, 3, -71, -68, 127, -68, 21)
(30295, 4, -57, -63, -67, 127, 21)
(30296, 1, 127, -74, -78, -65, 26)
(30297, 2, -78, 127, -69, -67, 26)
(30298, 3, -70, -77, 127, -72, 26)
(30299, 4, -58, -66, -72, 127, 26)
(30300, 1, 127, -75, -76, -64, 11)
(30301, 2, -65, 127, -71, -69, 11)
(30302, 3, -67, -63, 127, -70, 11)
(30304, 1, 127, -75, -76, -67, 16)
(30306, 3, -69, -65, 127, -64, 16)
(30307, 4, -56, -60, -66, 127, 16)
(30308, 1, 127, -77, -78, -67, 21)
(30310, 3, -71, -68, 127, -68, 21)
(30311, 4, -57, -64, -67, 127, 21)
(30312, 1, 127, -74, -78, -65, 26)
(30313, 2, -78, 127, -69, -67, 26)
(30314, 3, -70, -77, 127, -72, 26)
(30315, 4, -58, -66, -72, 127, 26)
(30316, 1, 127, -75, -76, -64, 11)
(30317, 2, -65, 127, -71, -69, 11)
(30318, 3, -67, -63, 127, -70, 11)
(30320, 1, 127, -75, -76, -67, 16)
(30322, 3, -69, -65, 127, -64, 16)
(30323, 4, -57, -60, -67, 127, 16)
(30324, 1, 127, -76, -78, -67, 21)
(30326, 3, -71, -68, 127, -68, 21)
(30327, 4, -57, -64, -67, 127, 21)
(30328, 1, 127, -74, -78, -65, 26)
(30329, 2, -78, 127, -69, -67, 26)
(30330, 3, -70, -77, 127, -71, 26)
(30331, 4, -58, -66, -72, 127, 26)
(30332, 1, 127, -75, -76, -64, 11)
(30333, 2, -65, 127, -71, -69, 11)
(30334, 3, -67, -63, 127, -70, 11)
(30336, 1, 127, -75, -77, -68, 16)
(30338, 3, -69, -65, 127, -64, 16)
(30339, 4, -57, -59, -66, 127, 16)
(30340, 1, 127, -77, -78, -67, 21)
(30342, 3, -71, -68, 127, -69, 21)
(30343, 4, -57, -64, -67, 127, 21)
(30344, 1, 127, -74, -78, -65, 26)
(30345, 2, -78, 127, -69, -67, 26)
(30346, 3, -70, -77, 127, -72, 26)
(30347, 4, -58, -66, -72, 127, 26)
(30348, 1, 127, -74, -76, -64, 11)
(30349, 2, -65, 127, -71, -69, 11)
(30350, 3, -67, -63, 127, -70, 11)
(30352, 1, 127, -75, -76, -67, 16)
(30354, 3, -69, -65, 127, -64, 16)
(30355, 4, -56, -59, -67, 127, 16)
(30356, 1, 127, -76, -78, -67, 21)
(30358, 3, -71, -68, 127, -69, 21)
(30359, 4, -57, -64, -67, 127, 21)
(30360, 1, 127, -74, -78, -65, 26)
(30361, 2, -78, 127, -69, -67, 26)
(30362, 3, -70, -77, 127, -72, 26)
(30363, 4, -58, -66, -72, 127, 26)
(30364, 1, 127, -75, -76, -64, 11)
(30365, 2, -64, 127, -71, -69, 11)
(30366, 3, -67, -63, 127, -70, 11)
(30368, 1, 127, -75, -76, -67, 16)
(30370, 3, -69, -65, 127, -64, 16)
(30371, 4, -57, -59, -66, 127, 16)
(30372, 1, 127, -76, -78, -67, 21)
(30375, 4, -57, -64, -67, 127, 21)
(30376, 1, 127, -74, -78, -65, 26)
(30377, 2, -78, 127, -69, -67, 26)
(30378, 3, -70, -77, 127, -72, 26)
(30379, 4, -58, -66, -72, 127, 26)
(30380, 1, 127, -74, -76, -64, 11)
(30381, 2, -64, 127, -71, -69, 11)
(30382, 3, -67, -63, 127, -70, 11)
(30384, 1, 127, -76, -77, -67, 16)
(30386, 3, -69, -65, 127, -64, 16)
(30387, 4, -56, -59, -66, 127, 16)
(30388, 1, 127, -76, -78, -67, 21)
(30390, 3, -71, -68, 127, -68, 21)
(30391, 4, -57, -64, -67, 127, 21)
(30392, 1, 127, -75, -78, -65, 26)
(30393, 2, -78, 127, -69, -67, 26)
(30394, 3, -70, -77, 127, -72, 26)
(30395, 4, -58, -66, -72, 127, 26)
(30396, 1, 127, -75, -76, -64, 11)
(30397, 2, -64, 127, -71, -69, 11)
(30398, 3, -67, -63, 127, -70, 11)
(30400, 1, 127, -75, -76, -68, 16)
(30402, 3, -69, -65, 127, -64, 16)
(30403, 4, -56, -60, -66, 127, 16)
(30404, 1, 127, -76, -78, -68, 21)
(30406, 3, -71, -68, 127, -67, 21)
(30407, 4, -57, -64, -67, 127, 21)
(30408, 1, 127, -74, -78, -65, 26)
(30409, 2, -78, 127, -69, -67, 26)
(30410, 3, -70, -77, 127, -71, 26)
(30411, 4, -58, -66, -72, 127, 26)
(30412, 1, 127, -74, -77, -64, 11)
(30413, 2, -65, 127, -71, -69, 11)
(30414, 3, -67, -63, 127, -70, 11)
(30416, 1, 127, -75, -76, -68, 16)
(30418, 3, -69, -65, 127, -64, 16)
(30419, 4, -56, -59, -66, 127, 16)
(30420, 1, 127, -77, -78, -67, 21)
(30422, 3, -71, -68, 127, -68, 21)
(30423, 4, -57, -64, -67, 127, 21)
(30424, 1, 127, -74, -77, -65, 26)
(30425, 2, -78, 127, -69, -67, 26)
(30426, 3, -70, -77, 127, -72, 26)
(30427, 4, -58, -66, -72, 127, 26)
(30428, 1, 127, -74, -76, -64, 11)
(30429, 2, -64, 127, -71, -69, 11)
(30430, 3, -67, -63, 127, -70, 11)
(30432, 1, 127, -75, -76, -67, 16)
(30434, 3, -69, -66, 127, -64, 16)
(30435, 4, -56, -59, -66, 127, 16)
(30436, 1, 127, -77, -78, -67, 21)
(30438, 3, -71, -67, 127, -69, 21)
(30439, 4, -57, -64, -67, 127, 21)
(30440, 1, 127, -74, -80, -65, 26)
(30441, 2, -78, 127, -69, -67, 26)
(30442, 3, -70, -77, 127, -72, 26)
(30443, 4, -58, -66, -72, 127, 26)
(30444, 1, 127, -74, -77, -64, 11)
(30445, 2, -64, 127, -71, -69, 11)
(30446, 3, -67, -63, 127, -70, 11)
