(40060, 1, 127, -74, -74, -66, 16)
(40067, 4, -56, -74, -67, 127, 21)
(42380, 1, 127, -72, -76, -64, 16)
(42381, 2, -66, 127, -77, -63, 16)
(42382, 3, -82, -80, 127, -63, 16)
(42383, 4, -56, -61, -62, 127, 16)
(42384, 1, 127, -75, -78, -66, 21)
(42385, 2, -71, 127, -72, -69, 21)
(42386, 3, -81, -79, 127, -67, 21)
(42387, 4, -57, -69, -63, 127, 21)
(42388, 1, 127, -75, -75, -63, 26)
(42390, 3, -83, -74, 127, -71, 26)
(42391, 4, -58, -70, -69, 127, 26)
(42392, 1, 127, -76, -74, -61, 11)
(42393, 2, -63, 127, -77, -76, 11)
(42394, 3, -72, -75, 127, -80, 11)
(42395, 4, -57, -60, -60, 127, 11)
(42396, 1, 127, -72, -76, -64, 16)
(42397, 2, -66, 127, -76, -63, 16)
(42398, 3, -82, -81, 127, -63, 16)
(42399, 4, -56, -61, -62, 127, 16)
(42400, 1, 127, -75, -78, -66, 21)
(42401, 2, -71, 127, -72, -69, 21)
(42402, 3, -81, -79, 127, -66, 21)
(42403, 4, -57, -68, -63, 127, 21)
(42404, 1, 127, -75, -75, -63, 26)
(42406, 3, -83, -75, 127, -71, 26)
(42407, 4, -58, -70, -69, 127, 26)
(42408, 1, 127, -78, -74, -62, 11)
(42409, 2, -63, 127, -77, -76, 11)
(42410, 3, -71, -75, 127, -80, 11)
(42411, 4, -57, -60, -60, 127, 11)
(42412, 1, 127, -73, -76, -64, 16)
(42413, 2, -66, 127, -76, -63, 16)
(42414, 3, -82, -81, 127, -63, 16)
(42415, 4, -56, -61, -62, 127, 16)
(42416, 1, 127, -75, -78, -66, 21)
(42417, 2, -71, 127, -72, -69, 21)
(42418, 3, -81, -79, 127, -66, 21)
(42419, 4, -57, -68, -63, 127, 21)
(42420, 1, 127, -75, -74, -63, 26)
(42422, 3, -83, -74, 127, -71, 26)
(42423, 4, -58, -69, -69, 127, 26)
(42424, 1, 127, -76, -73, -62, 11)
(42425, 2, -63, 127, -77, -76, 11)
(42426, 3, -72, -75, 127, -80, 11)
(42427, 4, -57, -60, -60, 127, 11)
(42428, 1, 127, -72, -76, -64, 16)
(42429, 2, -66, 127, -76, -63, 16)
(42430, 3, -82, -80, 127, -63, 16)
(42431, 4, -56, -61, -62, 127, 16)
(42432, 1, 127, -75, -78, -66, 21)
(42433, 2, -71, 127, -72, -69, 21)
(42434, 3, -81, -79, 127, -66, 21)
(42435, 4, -57, -69, -63, 127, 21)
