1 | 2 | -41 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -41 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -41 | 108 | 11
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 107 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 107 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 107 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
1 | 2 | -48 | 108 | 26
1 | 2 | -42 | 108 | 11
1 | 2 | -36 | 108 | 16
1 | 2 | -46 | 108 | 21
