(4647, 3, -68, -75, 127, -64, 21)
(7050, 1, 127, -73, -73, -68, 21)
(7051, 2, -69, 127, -74, -68, 21)
(7052, 3, -70, -76, 127, -64, 21)
(7053, 4, -57, -69, -74, 127, 21)
(7054, 1, 127, -74, -72, -65, 26)
(7055, 2, -72, 127, -73, -68, 26)
(7056, 3, -71, -72, 127, -65, 26)
(7057, 4, -58, -69, -78, 127, 26)
(7058, 1, 127, -76, -73, -64, 11)
(7059, 2, -62, 127, -94, -73, 11)
(7061, 4, -58, -59, -69, 127, 11)
(7062, 1, 127, -70, -72, -66, 16)
(7063, 2, -66, 127, -75, -66, 16)
(7064, 3, -67, -70, 127, -60, 16)
(7065, 4, -57, -62, -68, 127, 16)
(7066, 1, 127, -73, -73, -67, 21)
(7067, 2, -69, 127, -73, -69, 21)
(7068, 3, -70, -76, 127, -64, 21)
(7069, 4, -57, -68, -74, 127, 21)
(7070, 1, 127, -74, -72, -64, 26)
(7071, 2, -72, 127, -73, -68, 26)
(7072, 3, -72, -72, 127, -65, 26)
(7073, 4, -58, -69, -78, 127, 26)
(7074, 1, 127, -76, -73, -64, 11)
(7075, 2, -62, 127, -94, -73, 11)
(7077, 4, -58, -59, -69, 127, 11)
(7078, 1, 127, -71, -73, -66, 16)
(7079, 2, -66, 127, -75, -66, 16)
(7080, 3, -67, -70, 127, -60, 16)
(7081, 4, -57, -62, -68, 127, 16)
(7082, 1, 127, -73, -73, -68, 21)
(7083, 2, -69, 127, -74, -69, 21)
(7084, 3, -70, -76, 127, -63, 21)
(7085, 4, -57, -68, -73, 127, 21)
(7086, 1, 127, -75, -72, -64, 26)
(7087, 2, -72, 127, -73, -68, 26)
(7088, 3, -72, -72, 127, -65, 26)
(7089, 4, -58, -69, -78, 127, 26)
(7090, 1, 127, -76, -73, -65, 11)
(7091, 2, -61, 127, -94, -73, 11)
(7093, 4, -58, -59, -69, 127, 11)
(7094, 1, 127, -70, -72, -66, 16)
(7095, 2, -66, 127, -75, -66, 16)
(7096, 3, -67, -70, 127, -60, 16)
(7097, 4, -57, -61, -69, 127, 16)
(7098, 1, 127, -73, -73, -68, 21)
(7099, 2, -69, 127, -73, -69, 21)
(7100, 3, -70, -76, 127, -63, 21)
(7101, 4, -57, -68, -73, 127, 21)
(7102, 1, 127, -74, -72, -65, 26)
(7103, 2, -72, 127, -73, -68, 26)
(7104, 3, -72, -72, 127, -65, 26)
(7105, 4, -58, -69, -78, 127, 26)
(7106, 1, 127, -76, -73, -65, 11)
(7107, 2, -61, 127, -94, -73, 11)
(7109, 4, -58, -59, -69, 127, 11)
(7110, 1, 127, -70, -73, -66, 16)
(7111, 2, -66, 127, -75, -67, 16)
(7112, 3, -67, -70, 127, -59, 16)
(7113, 4, -57, -63, -69, 127, 16)
(7114, 1, 127, -73, -73, -68, 21)
(7115, 2, -69, 127, -73, -69, 21)
(7116, 3, -69, -76, 127, -64, 21)
(7117, 4, -57, -68, -73, 127, 21)
(7118, 1, 127, -74, -72, -65, 26)
(7119, 2, -72, 127, -73, -68, 26)
(7120, 3, -72, -72, 127, -64, 26)
(7121, 4, -58, -69, -78, 127, 26)
(7122, 1, 127, -76, -73, -65, 11)
(7123, 2, -61, 127, -94, -73, 11)
(7125, 4, -58, -59, -69, 127, 11)
(7126, 1, 127, -70, -73, -66, 16)
(7127, 2, -66, 127, -75, -66, 16)
(7128, 3, -67, -70, 127, -60, 16)
(7129, 4, -57, -62, -69, 127, 16)
(7130, 1, 127, -74, -73, -68, 21)
(7131, 2, -69, 127, -73, -68, 21)
(7132, 3, -70, -76, 127, -63, 21)
(7133, 4, -57, -68, -73, 127, 21)
(7134, 1, 127, -74, -73, -65, 26)
(7135, 2, -72, 127, -73, -68, 26)
(7136, 3, -72, -72, 127, -64, 26)
(7137, 4, -58, -69, -78, 127, 26)
(7138, 1, 127, -76, -73, -65, 11)
(7139, 2, -61, 127, -94, -73, 11)
(7141, 4, -58, -59, -69, 127, 11)
(7142, 1, 127, -70, -72, -66, 16)
(7143, 2, -66, 127, -75, -66, 16)
(7144, 3, -67, -70, 127, -60, 16)
(7145, 4, -57, -61, -69, 127, 16)
(7146, 1, 127, -74, -73, -68, 21)
(7147, 2, -69, 127, -73, -68, 21)
(7148, 3, -70, -76, 127, -63, 21)
(7149, 4, -57, -68, -73, 127, 21)
(7150, 1, 127, -74, -72, -65, 26)
(7151, 2, -72, 127, -73, -68, 26)
(7152, 3, -71, -72, 127, -65, 26)
(7153, 4, -58, -69, -78, 127, 26)
(7154, 1, 127, -76, -73, -65, 11)
(7155, 2, -62, 127, -95, -73, 11)
(7157, 4, -58, -59, -69, 127, 11)
(7158, 1, 127, -70, -73, -66, 16)
(7159, 2, -66, 127, -75, -66, 16)
(7160, 3, -67, -70, 127, -60, 16)
(7161, 4, -57, -62, -69, 127, 16)
(7162, 1, 127, -74, -73, -68, 21)
(7163, 2, -69, 127, -74, -68, 21)
(7164, 3, -70, -76, 127, -64, 21)
(7165, 4, -57, -68, -74, 127, 21)
(7166, 1, 127, -74, -72, -64, 26)
(7167, 2, -72, 127, -73, -68, 26)
(7168, 3, -71, -72, 127, -65, 26)
