(6378, 1, 127, -24, 26)
(6379, 2, -19, 127, 26)
(6380, 1, 127, -21, 11)
(6381, 2, -19, 127, 11)
(6382, 1, 127, -21, 16)
(6383, 2, -23, 127, 16)
(6384, 1, 127, -25, 21)
(6385, 2, -21, 127, 21)
(6386, 1, 127, -24, 26)
(6387, 2, -19, 127, 26)
(6388, 1, 127, -21, 11)
(6389, 2, -19, 127, 11)
(6390, 1, 127, -21, 16)
(6391, 2, -23, 127, 16)
(6392, 1, 127, -25, 21)
(6393, 2, -21, 127, 21)
(6394, 1, 127, -24, 26)
(6395, 2, -19, 127, 26)
(6396, 1, 127, -21, 11)
(6397, 2, -19, 127, 11)
(6398, 1, 127, -21, 16)
(6399, 2, -23, 127, 16)
(6400, 1, 127, -25, 21)
(6401, 2, -21, 127, 21)
(6402, 1, 127, -24, 26)
(6403, 2, -19, 127, 26)
(6404, 1, 127, -21, 11)
(6405, 2, -19, 127, 11)
(6406, 1, 127, -21, 16)
(6407, 2, -23, 127, 16)
(6408, 1, 127, -25, 21)
(6409, 2, -21, 127, 21)
(6410, 1, 127, -24, 26)
(6411, 2, -19, 127, 26)
(6412, 1, 127, -21, 11)
(6413, 2, -19, 127, 11)
(6414, 1, 127, -21, 16)
(6415, 2, -23, 127, 16)
(6416, 1, 127, -25, 21)
(6417, 2, -21, 127, 21)
(6418, 1, 127, -24, 26)
(6419, 2, -19, 127, 26)
(6420, 1, 127, -21, 11)
(6421, 2, -19, 127, 11)
(6422, 1, 127, -21, 16)
(6423, 2, -23, 127, 16)
(6424, 1, 127, -25, 21)
(6425, 2, -21, 127, 21)
(6426, 1, 127, -24, 26)
(6427, 2, -19, 127, 26)
(6428, 1, 127, -21, 11)
(6429, 2, -19, 127, 11)
(6430, 1, 127, -21, 16)
(6431, 2, -23, 127, 16)
(6432, 1, 127, -25, 21)
(6433, 2, -21, 127, 21)
(6434, 1, 127, -24, 26)
(6435, 2, -19, 127, 26)
(6436, 1, 127, -21, 11)
(6437, 2, -19, 127, 11)
(6438, 1, 127, -21, 16)
(6439, 2, -23, 127, 16)
(6440, 1, 127, -25, 21)
(6441, 2, -21, 127, 21)
(6442, 1, 127, -24, 26)
(6443, 2, -19, 127, 26)
(6444, 1, 127, -21, 11)
(6445, 2, -18, 127, 11)
(6446, 1, 127, -21, 16)
(6447, 2, -23, 127, 16)
(6448, 1, 127, -25, 21)
(6449, 2, -21, 127, 21)
(6450, 1, 127, -24, 26)
(6451, 2, -19, 127, 26)
(6452, 1, 127, -21, 11)
(6453, 2, -18, 127, 11)
(6454, 1, 127, -21, 16)
(6455, 2, -23, 127, 16)
(6456, 1, 127, -26, 21)
(6457, 2, -21, 127, 21)
(6458, 1, 127, -24, 26)
(6459, 2, -19, 127, 26)
(6460, 1, 127, -21, 11)
(6461, 2, -18, 127, 11)
(6462, 1, 127, -21, 16)
(6463, 2, -23, 127, 16)
(6464, 1, 127, -26, 21)
(6465, 2, -21, 127, 21)
(6466, 1, 127, -24, 26)
(6467, 2, -19, 127, 26)
(6468, 1, 127, -21, 11)
(6469, 2, -19, 127, 11)
(6470, 1, 127, -21, 16)
(6471, 2, -23, 127, 16)
(6472, 1, 127, -26, 21)
(6473, 2, -21, 127, 21)
(6474, 1, 127, -24, 26)
(6475, 2, -19, 127, 26)
(6476, 1, 127, -21, 11)
(6477, 2, -19, 127, 11)
(6478, 1, 127, -21, 16)
(6479, 2, -23, 127, 16)
(6480, 1, 127, -26, 21)
(6481, 2, -21, 127, 21)
(6482, 1, 127, -24, 26)
(6483, 2, -19, 127, 26)
(6484, 1, 127, -21, 11)
(6485, 2, -19, 127, 11)
(6486, 1, 127, -21, 16)
(6487, 2, -23, 127, 16)
(6488, 1, 127, -26, 21)
(6489, 2, -21, 127, 21)
