(21983, 11, -9, -14, -18, -24, -28, -15, -23, -13, -17, -9, 127, -12, 11)
(21986, 2, -6, 127, -7, -12, -21, -25, -20, -19, -17, -20, -15, -13, 16)
(31156, 4, -13, -16, -7, 127, -8, -18, -19, -21, -23, -19, -33, -28, 16)
(31157, 5, -24, -25, -17, -13, 127, -13, -17, -19, -28, -24, -27, -26, 16)
(31158, 6, -22, -21, -14, -21, -13, 127, -12, -15, -15, -24, -19, -26, 16)
(31159, 7, -33, -27, -21, -28, -18, -9, 127, -9, -15, -20, -21, -28, 16)
(31160, 8, -28, -31, -25, -24, -18, -17, -11, 127, -8, -19, -15, -30, 16)
(31161, 9, -36, -39, -20, -34, -24, -17, -18, -8, 127, -12, -18, -17, 16)
(31162, 10, -25, -28, -28, -20, -27, -34, -19, -16, -13, 127, -12, -19, 16)
(31163, 11, -13, -38, -24, -28, -22, -24, -21, -19, -13, -9, 127, -14, 16)
(31164, 12, -16, -28, -31, -30, -34, -29, -26, -24, -18, -17, -11, 127, 16)
(31165, 1, 127, -7, -33, -16, -24, -22, -34, -29, -37, -26, -16, -15, 21)
(31166, 2, -7, 127, -13, -17, -22, -19, -25, -30, -38, -26, -38, -25, 21)
(31167, 3, -24, -13, 127, -9, -17, -16, -23, -28, -22, -30, -28, -32, 21)
(31168, 4, -19, -15, -9, 127, -9, -19, -26, -21, -32, -18, -28, -27, 21)
(31169, 5, -24, -19, -17, -13, 127, -13, -19, -19, -25, -28, -25, -33, 21)
(31170, 6, -28, -32, -17, -19, -13, 127, -10, -17, -17, -34, -26, -28, 21)
(31171, 7, -32, -29, -25, -24, -21, -11, 127, -11, -18, -18, -24, -24, 21)
(31172, 8, -25, -25, -19, -22, -20, -15, -12, 127, -9, -16, -21, -23, 21)
(31173, 9, -21, -23, -21, -46, -21, -20, -21, -10, 127, -13, -15, -17, 21)
(31174, 10, -24, -36, -26, -29, -23, -23, -21, -20, -13, 127, -11, -15, 21)
(31175, 11, -13, -24, -21, -27, -23, -19, -19, -15, -14, -8, 127, -7, 21)
(31176, 12, -12, -27, -33, -40, -34, -31, -31, -24, -20, -17, -13, 127, 21)
(31177, 1, 127, -9, -23, -21, -24, -29, -33, -27, -21, -25, -16, -11, 26)
(31178, 2, -12, 127, -11, -16, -18, -30, -28, -24, -22, -34, -25, -24, 26)
(31179, 3, -27, -16, 127, -13, -18, -19, -28, -22, -23, -28, -25, -34, 26)
(31180, 4, -17, -15, -13, 127, -11, -17, -22, -21, -44, -27, -27, -36, 26)
(31181, 5, -25, -19, -15, -13, 127, -13, -22, -21, -23, -24, -26, -33, 26)
(31182, 6, -24, -21, -17, -16, -13, 127, -11, -15, -21, -23, -21, -30, 26)
(31183, 7, -34, -28, -35, -23, -19, -10, 127, -12, -21, -20, -21, -30, 26)
(31184, 8, -31, -29, -20, -33, -25, -13, -13, 127, -10, -19, -18, -23, 26)
(31185, 9, -28, -31, -22, -24, -23, -23, -18, -11, 127, -12, -16, -19, 26)
(31186, 10, -19, -29, -28, -23, -28, -21, -21, -19, -13, 127, -11, -16, 26)
(31187, 11, -19, -21, -25, -30, -22, -19, -30, -15, -13, -9, 127, -9, 26)
(31188, 12, -9, -30, -35, -58, -33, -35, -28, -31, -22, -17, -16, 127, 26)
(31189, 1, 127, -13, -25, -19, -25, -24, -34, -32, -29, -19, -21, -9, 11)
(31190, 2, -7, 127, -13, -16, -18, -19, -28, -28, -30, -28, -23, -28, 11)
(31191, 3, -21, -15, 127, -17, -16, -19, -38, -22, -24, -30, -30, -36, 11)
(31192, 4, -13, -13, -7, 127, -9, -14, -21, -30, -22, -20, -30, -52, 11)
(31193, 5, -33, -20, -18, -11, 127, -13, -20, -26, -24, -28, -25, -32, 11)
(31194, 6, -24, -24, -19, -19, -11, 127, -11, -13, -23, -21, -21, -34, 11)
(31195, 7, -34, -22, -20, -20, -15, -11, 127, -13, -18, -20, -32, -26, 11)
(31196, 8, -22, -33, -22, -23, -19, -15, -10, 127, -12, -19, -18, -30, 11)
(31197, 9, -18, -25, -21, -24, -27, -15, -15, -7, 127, -13, -15, -21, 11)
(31198, 10, -25, -28, -24, -21, -23, -25, -21, -19, -12, 127, -12, -16, 11)
(31199, 11, -11, -21, -30, -32, -23, -16, -19, -13, -16, -9, 127, -13, 11)
(31200, 12, -15, -22, -33, -32, -26, -28, -30, -32, -19, -20, -18, 127, 11)
(31201, 1, 127, -9, -19, -16, -32, -25, -36, -23, -19, -26, -13, -14, 16)
(31202, 2, -5, 127, -12, -13, -17, -23, -21, -31, -24, -26, -22, -19, 16)
(31203, 3, -34, -16, 127, -9, -19, -21, -22, -24, -23, -26, -34, -33, 16)
(31204, 4, -13, -16, -7, 127, -8, -18, -19, -21, -23, -19, -32, -28, 16)
(31205, 5, -24, -25, -16, -13, 127, -13, -17, -19, -28, -24, -27, -26, 16)
(31206, 6, -22, -21, -14, -21, -13, 127, -12, -15, -15, -24, -19, -26, 16)
(31207, 7, -33, -27, -21, -28, -18, -9, 127, -9, -15, -20, -21, -28, 16)
(31208, 8, -29, -32, -25, -24, -18, -17, -11, 127, -8, -19, -15, -30, 16)
(31209, 9, -36, -39, -20, -34, -24, -17, -18, -8, 127, -12, -18, -17, 16)
(31210, 10, -25, -28, -28, -20, -27, -34, -19, -16, -14, 127, -12, -19, 16)
(31211, 11, -13, -38, -24, -28, -22, -24, -21, -18, -13, -9, 127, -14, 16)
(31212, 12, -16, -28, -32, -30, -34, -29, -26, -24, -18, -17, -11, 127, 16)
(31213, 1, 127, -7, -34, -16, -24, -22, -34, -30, -36, -25, -16, -15, 21)
(31214, 2, -8, 127, -13, -16, -22, -19, -26, -30, -38, -26, -39, -27, 21)
(31215, 3, -24, -14, 127, -9, -18, -16, -23, -27, -22, -30, -28, -33, 21)
(31216, 4, -19, -15, -9, 127, -9, -19, -26, -21, -32, -18, -28, -27, 21)
(31217, 5, -25, -19, -17, -13, 127, -13, -19, -19, -25, -28, -25, -33, 21)
(31218, 6, -30, -31, -17, -19, -13, 127, -10, -17, -17, -34, -26, -28, 21)
(31219, 7, -34, -29, -25, -24, -21, -11, 127, -11, -18, -18, -24, -24, 21)
(31220, 8, -26, -24, -19, -22, -21, -14, -12, 127, -9, -16, -21, -23, 21)
(31221, 9, -21, -23, -21, -48, -22, -20, -20, -10, 127, -13, -15, -17, 21)
(31222, 10, -24, -35, -27, -28, -23, -23, -21, -20, -13, 127, -11, -15, 21)
(31223, 11, -13, -24, -21, -27, -23, -19, -19, -15, -14, -8, 127, -7, 21)
(31224, 12, -12, -27, -34, -40, -34, -31, -31, -24, -21, -17, -13, 127, 21)
(31225, 1, 127, -9, -23, -21, -25, -30, -34, -27, -21, -25, -15, -11, 26)
(31226, 2, -12, 127, -11, -16, -18, -30, -28, -24, -22, -34, -25, -24, 26)
(31227, 3, -28, -17, 127, -13, -18, -18, -28, -21, -23, -28, -25, -36, 26)
(31228, 4, -16, -14, -13, 127, -11, -17, -22, -21, -46, -26, -27, -36, 26)
(31229, 5, -26, -19, -15, -13, 127, -13, -22, -21, -23, -24, -26, -34, 26)
(31230, 6, -24, -21, -17, -16, -13, 127, -11, -15, -21, -23, -21, -30, 26)
(31231, 7, -34, -28, -37, -23, -19, -10, 127, -12, -20, -20, -21, -30, 26)
(31232, 8, -30, -29, -20, -33, -25, -13, -13, 127, -10, -19, -18, -23, 26)
(31233, 9, -29, -32, -22, -24, -23, -23, -18, -11, 127, -12, -16, -19, 26)
(31234, 10, -19, -28, -28, -23, -28, -21, -21, -19, -13, 127, -10, -16, 26)
(31235, 11, -18, -22, -25, -30, -22, -19, -30, -15, -13, -9, 127, -9, 26)
(31236, 12, -9, -31, -35, -51, -32, -35, -27, -30, -22, -17, -16, 127, 26)
(31237, 1, 127, -13, -27, -19, -25, -24, -35, -30, -30, -19, -21, -9, 11)
(31238, 2, -7, 127, -14, -15, -18, -19, -28, -29, -31, -27, -23, -29, 11)
(31239, 3, -19, -15, 127, -16, -17, -19, -40, -22, -24, -30, -29, -36, 11)
(31240, 4, -13, -12, -7, 127, -9, -14, -21, -30, -22, -20, -30, -44, 11)
(31241, 5, -34, -19, -18, -11, 127, -13, -20, -27, -24, -28, -25, -31, 11)
(31242, 6, -24, -25, -19, -19, -11, 127, -11, -13, -23, -21, -21, -34, 11)
(31243, 7, -34, -22, -21, -20, -15, -11, 127, -13, -18, -20, -32, -26, 11)
(31244, 8, -22, -34, -22, -22, -19, -15, -10, 127, -12, -19, -18, -29, 11)
(31245, 9, -18, -26, -21, -24, -28, -15, -15, -7, 127, -13, -15, -21, 11)
(31246, 10, -25, -28, -24, -21, -23, -26, -21, -19, -12, 127, -12, -16, 11)
(31247, 11, -11, -21, -28, -31, -24, -16, -19, -13, -16, -9, 127, -13, 11)
(31248, 12, -15, -23, -30, -31, -26, -28, -31, -34, -19, -21, -18, 127, 11)
(31249, 1, 127, -9, -19, -16, -34, -24, -36, -23, -19, -26, -13, -15, 16)
(31250, 2, -6, 127, -13, -13, -17, -23, -21, -31, -24, -27, -22, -20, 16)
(31251, 3, -40, -17, 127, -9, -19, -21, -23, -24, -23, -25, -33, -30, 16)
(31252, 4, -13, -15, -6, 127, -8, -18, -19, -20, -23, -19, -32, -28, 16)
(31253, 5, -24, -24, -16, -13, 127, -12, -17, -20, -28, -24, -28, -26, 16)
(31254, 6, -22, -21, -15, -20, -13, 127, -12, -15, -15, -26, -19, -26, 16)
(31255, 7, -34, -28, -21, -28, -18, -9, 127, -9, -15, -20, -21, -29, 16)
(31256, 8, -31, -33, -24, -24, -18, -17, -11, 127, -8, -19, -15, -33, 16)
(31257, 9, -35, -40, -20, -34, -24, -17, -19, -8, 127, -12, -18, -17, 16)
(31258, 10, -24, -28, -28, -20, -26, -34, -18, -16, -14, 127, -12, -19, 16)
(31259, 11, -13, -39, -24, -28, -22, -24, -22, -18, -13, -8, 127, -14, 16)
(31260, 12, -17, -34, -34, -30, -34, -30, -27, -25, -18, -17, -11, 127, 16)
(31261, 1, 127, -7, -40, -16, -24, -22, -34, -32, -36, -24, -16, -16, 21)
(31262, 2, -9, 127, -13, -16, -22, -19, -26, -31, -38, -26, -40, -32, 21)
(31263, 3, -24, -15, 127, -9, -17, -16, -23, -26, -22, -29, -28, -34, 21)
(31264, 4, -19, -15, -9, 127, -9, -18, -26, -21, -32, -18, -28, -27, 21)
(31265, 5, -26, -19, -17, -13, 127, -13, -19, -19, -25, -27, -25, -33, 21)
(31266, 6, -32, -31, -16, -19, -13, 127, -10, -17, -17, -34, -27, -28, 21)
(31267, 7, -41, -30, -25, -24, -21, -11, 127, -11, -19, -18, -25, -25, 21)
(31268, 8, -25, -25, -20, -22, -20, -14, -13, 127, -9, -16, -20, -23, 21)
(31269, 9, -20, -23, -21, -42, -22, -20, -19, -9, 127, -13, -14, -17, 21)
(31270, 10, -25, -34, -27, -28, -23, -23, -21, -21, -13, 127, -11, -15, 21)
(31271, 11, -13, -24, -21, -27, -23, -19, -19, -15, -14, -8, 127, -7, 21)
(31272, 12, -12, -27, -36, -39, -36, -31, -32, -25, -21, -17, -13, 127, 21)
(31273, 1, 127, -10, -22, -21, -26, -33, -42, -26, -21, -26, -15, -11, 26)
(31274, 2, -13, 127, -12, -15, -18, -30, -29, -24, -22, -34, -25, -24, 26)
(31275, 3, -30, -17, 127, -13, -18, -18, -27, -22, -24, -28, -25, -37, 26)
(31276, 4, -16, -14, -13, 127, -11, -17, -22, -20, -40, -26, -28, -35, 26)
(31277, 5, -26, -19, -15, -13, 127, -13, -22, -21, -23, -23, -27, -35, 26)
(31278, 6, -24, -21, -17, -16, -13, 127, -11, -15, -20, -23, -22, -31, 26)
(31279, 7, -36, -28, -39, -23, -19, -10, 127, -12, -19, 127, 127, -30, 26)
(31280, 8, -30, -30, -20, -31, -24, -13, -13, 127, -10, -20, -18, -23, 26)
(31281, 9, -29, -34, -22, -24, -23, -23, -18, -11, 127, -12, -16, -19, 26)
(31282, 10, -19, -28, -28, -23, -27, -20, -21, -20, -13, 127, -11, -16, 26)
(31283, 11, -18, -22, -25, -29, -22, -19, -30, -15, -13, -9, 127, -9, 26)
(31284, 12, -9, -30, -34, -43, -30, -35, -27, -30, -24, -17, -17, 127, 26)
(31285, 1, 127, -14, -28, -19, -26, -25, -36, -30, -30, -19, -20, -9, 11)
(31286, 2, -8, 127, -14, -15, -18, -19, -28, -29, -33, -27, -24, -28, 11)
(31287, 3, -19, -15, 127, -16, -17, -19, -41, -22, -24, -30, -29, -35, 11)
(31288, 4, -13, -12, -7, 127, -9, -14, -21, -29, -21, -21, -28, -40, 11)
(31289, 5, -36, -19, -18, -11, 127, -13, -21, -25, -24, -27, -26, -30, 11)
(31290, 6, -24, -25, -19, -19, -11, 127, -11, -13, -23, -20, -22, -35, 11)
(31291, 7, -33, -22, -20, -20, -15, -11, 127, -13, -18, -20, -33, -25, 11)
(31292, 8, -22, -34, -22, -22, -19, -15, -9, 127, -12, -19, -18, -29, 11)
(31293, 9, -18, -26, -21, -26, -27, -15, -16, -7, 127, -13, -15, -22, 11)
(31294, 10, -25, -29, -24, -21, -22, -26, -21, -19, -12, 127, -12, -16, 11)
(31295, 11, -10, -20, -30, -27, -28, -16, -19, -13, -16, -9, 127, -13, 11)
(31296, 12, -15, -24, -30, -33, -27, -25, -38, -35, -19, -21, -19, 127, 11)
(31297, 1, 127, -10, -18, -16, -36, -25, -34, -23, -19, -25, -13, -14, 16)
(31298, 2, -6, 127, -13, -13, -17, -23, -21, -32, -24, -27, -21, -20, 16)
(31299, 3, -41, -16, 127, -9, -19, -21, -23, -24, -23, -26, -34, -32, 16)
(31300, 4, -13, -16, -6, 127, -8, -18, -19, -20, -24, -19, -27, -30, 16)
(31301, 5, -25, -24, -16, -13, 127, -13, -17, -19, -28, -23, -32, -26, 16)
(31302, 6, -22, -21, -15, -21, -13, 127, -11, -15, -15, -25, -19, -23, 16)
(31303, 7, -32, -28, -21, -28, -18, -9, 127, -9, -15, -20, -21, -36, 16)
(31304, 8, -31, -33, -24, -23, -17, -17, -11, 127, -8, -19, -15, -34, 16)
(31305, 9, -33, -41, -19, -36, -25, -16, -19, -8, 127, -12, -18, -17, 16)
(31306, 10, -24, -28, -28, -20, -24, -41, -18, -16, -14, 127, -12, -19, 16)
(31307, 11, -13, -34, -26, -27, -22, -21, -21, -19, -13, -9, 127, -15, 16)
(31308, 12, -16, -36, -36, -28, -34, -24, -29, -28, -19, -17, -12, 127, 16)
(31309, 1, 127, -7, -40, -16, -24, -23, -33, -31, -34, -24, -15, -15, 21)
(31310, 2, -8, 127, -13, -16, -22, -19, -27, -31, -40, -25, -33, -31, 21)
(31311, 3, -24, -13, 127, -9, -17, -16, -23, -26, -21, -30, -30, -35, 21)
(31312, 4, -19, -15, -9, 127, -9, -19, -26, -21, -34, -18, -28, -24, 21)
(31313, 5, -26, -19, -17, -13, 127, -13, -19, -18, -26, -25, -26, -33, 21)
(31314, 6, -31, -31, -17, -19, -13, 127, -9, -17, -17, -42, -24, -22, 21)
(31315, 7, -42, -30, -24, -24, -22, -11, 127, -10, -19, -18, -23, -27, 21)
(31316, 8, -25, -24, -19, -23, -20, -15, -12, 127, -9, -16, -21, -26, 21)
(31317, 9, -19, -23, -21, -48, -22, -19, -19, -9, 127, -13, -15, -17, 21)
(31318, 10, -24, -35, -27, -30, -22, -24, -21, -20, -13, 127, -11, -15, 21)
(31319, 11, -13, -24, -21, -42, -24, -19, -20, -15, -14, -7, 127, -8, 21)
(31320, 12, -12, -28, -35, -38, -34, -25, -31, -28, -22, -17, -13, 127, 21)
(31321, 1, 127, -9, -23, -21, -25, -31, -42, -26, -21, -24, -15, -11, 26)
(31322, 2, -12, 127, -11, -16, -18, -30, -28, -23, -22, -34, -26, -25, 26)
(31323, 3, -27, -16, 127, -13, -18, -19, -26, -22, -24, -28, -26, -35, 26)
(31324, 4, -17, -15, -13, 127, -11, -17, -22, -21, -48, -27, -45, -35, 26)
(31325, 5, -26, -19, -15, -13, 127, -13, -23, -21, -23, -23, -28, -33, 26)
(31326, 6, -23, -21, -17, -16, -13, 127, -11, -15, -19, -24, -22, -24, 26)
(31327, 7, -33, -28, -36, -23, -19, -10, 127, -12, -19, -19, -22, -30, 26)
(31328, 8, -32, -28, -20, -33, -25, -13, -13, 127, -10, -19, -18, -27, 26)
(31329, 9, -30, -33, -23, -24, -24, -19, -18, -11, 127, -12, -16, -21, 26)
(31330, 10, -19, -28, -28, -23, -27, -21, -21, -20, -13, 127, -10, -16, 26)
(31331, 11, -17, -21, -23, -28, -27, -19, -30, -16, -13, -9, 127, -9, 26)
(31332, 12, -9, -29, -33, -34, -40, -28, -28, -36, -24, -18, -16, 127, 26)
(31333, 1, 127, -13, -25, -19, -25, -23, -34, -33, -31, -19, -19, -9, 11)
(31334, 2, -7, 127, -13, -16, -17, -20, -28, -28, -31, -28, -23, -27, 11)
(31335, 3, -21, -15, 127, -16, -16, -19, -39, -22, -24, -30, -27, -34, 11)
(31336, 4, -13, -13, -7, 127, -10, -14, -21, -30, -22, -21, -28, -30, 11)
(31337, 5, -36, -20, -18, -11, 127, -14, -20, -27, -25, -27, -30, -40, 11)
(31338, 6, -24, -25, -19, -19, -11, 127, -11, -13, -20, -21, -21, -28, 11)
(31339, 7, -31, -21, -19, -21, -15, -11, 127, -13, -18, -20, -32, -27, 11)
(31340, 8, -22, -33, -21, -23, -19, -15, -10, 127, -12, -19, -18, -35, 11)
(31341, 9, -18, -26, -21, -25, -24, -16, -15, -7, 127, -13, -15, -23, 11)
(31342, 10, -24, -27, -25, -21, -21, -21, -21, -19, -12, 127, -11, -17, 11)
(31343, 11, -10, -20, -31, -25, -24, -16, -21, -14, -16, -8, 127, -13, 11)
(31344, 12, -15, -23, -39, -32, -25, -25, -40, -35, -19, -19, -16, 127, 11)
(31345, 1, 127, -9, -20, -16, -35, -25, -33, -23, -19, -24, -13, -15, 16)
(31346, 2, -5, 127, -12, -13, -18, -23, -19, -30, -24, -24, -21, -19, 16)
(31347, 3, -28, -13, 127, -9, -19, -20, -21, -23, -22, -27, -36, -42, 16)
(31348, 4, -14, -17, -7, 127, -8, -17, -19, -21, -23, -19, -26, -28, 16)
(31349, 5, -27, -24, -17, -13, 127, -13, -16, -19, -26, -22, -28, -24, 16)
(31350, 6, -22, -21, -15, -20, -13, 127, -12, -15, -16, -21, -19, -24, 16)
(31351, 7, -33, -26, -19, -27, -18, -9, 127, -9, -15, -21, -23, -37, 16)
(31352, 8, -28, -30, -25, -26, -17, -17, -11, 127, -8, -18, -16, -33, 16)
(31353, 9, -31, -39, -19, -35, -23, -19, -17, -8, 127, -12, -18, -18, 16)
(31354, 10, -22, -28, -28, -20, -24, -37, -19, -16, -13, 127, -10, -18, 16)
(31355, 11, -12, -25, -24, -33, -21, -21, -22, -19, -12, -7, 127, -13, 16)
(31356, 12, -15, -27, -28, -28, -31, -23, -29, -26, -19, -17, -12, 127, 16)
(31357, 1, 127, -7, -27, -16, -27, -22, -34, -29, -32, -22, -15, -15, 21)
(31358, 2, -7, 127, -10, -18, -21, -19, -24, -28, -37, -27, -25, -23, 21)
(31359, 3, -24, -11, 127, -9, -18, -16, -21, -27, -21, -29, -28, -28, 21)
(31360, 4, -20, -17, -9, 127, -9, -18, -25, -24, -34, -18, -34, -25, 21)
(31361, 5, -24, -19, -17, -14, 127, -13, -19, -19, -24, -24, -24, -30, 21)
(31362, 6, -27, -33, -18, -19, -12, 127, -10, -17, -19, -36, -24, -22, 21)
(31363, 7, -37, -26, -23, -23, -21, -11, 127, -10, -17, -19, -25, -28, 21)
(31364, 8, -24, -22, -19, -24, -20, -15, -12, 127, -9, -16, -21, -24, 21)
(31365, 9, -19, -22, -21, -42, -19, -22, -19, -9, 127, -13, -14, -18, 21)
(31366, 10, -24, -42, -29, -29, -22, -22, -21, -20, -13, 127, -10, -15, 21)
(31367, 11, -12, -24, -25, -44, -26, -19, -19, -15, -14, -7, 127, -8, 21)
(31368, 12, -12, -30, -30, -35, -28, -23, -33, -25, -23, -19, -12, 127, 21)
(31369, 1, 127, -9, -23, -23, -23, -27, -39, -24, -19, -25, -15, -11, 26)
(31370, 2, -9, 127, -8, -19, -17, -32, -25, -21, -21, -40, -24, -27, 26)
(31371, 3, -21, -12, 127, -12, -18, -19, -26, -21, -23, -31, -29, -30, 26)
(31372, 4, -18, -18, -13, 127, -11, -17, -21, -21, -39, -27, -42, -31, 26)
(31373, 5, -24, -19, -15, -13, 127, -13, -23, -21, -21, -23, -28, -27, 26)
(31374, 6, -24, -20, -18, -16, -13, 127, -11, -16, -23, -22, -21, -22, 26)
(31375, 7, -36, -32, -34, -22, -19, -10, 127, -11, -19, -21, -21, -32, 26)
(31376, 8, -33, -25, -19, -34, -24, -14, -13, 127, -10, -19, -18, -23, 26)
(31377, 9, -28, -29, -21, -27, -22, -21, -18, -11, 127, -13, -16, -21, 26)
(31378, 10, -18, -29, -29, -23, -27, -23, -22, -19, -13, 127, -10, -18, 26)
(31379, 11, -15, -21, -23, -28, -29, -19, -28, -16, -13, -9, 127, -9, 26)
(31380, 12, -10, -27, -36, -32, -39, -28, -27, -30, -24, -20, -15, 127, 26)
(31381, 1, 127, -10, -20, -20, -24, -24, -37, -34, -29, -18, -18, -9, 11)
(31382, 2, -7, 127, -9, -19, -17, -19, -33, -24, -28, -27, -24, -25, 11)
(31383, 3, -22, -9, 127, -16, -16, -19, -36, -21, -24, -30, -28, -38, 11)
(31384, 4, -15, -15, -7, 127, -10, -13, -20, -31, -24, -20, -28, -30, 11)
(31385, 5, -27, -24, -17, -11, 127, -13, -19, -24, -23, -28, -32, -39, 11)
(31386, 6, -24, -24, -18, -19, -11, 127, -11, -15, -21, -23, -21, -28, 11)
(31387, 7, -31, -21, -19, -21, -16, -11, 127, -13, -17, -21, -30, -25, 11)
(31388, 8, -23, -39, -24, -24, -17, -14, -10, 127, -11, -19, -18, -28, 11)
(31389, 9, -20, -26, -20, -23, -25, -16, -16, -7, 127, -13, -15, -23, 11)
(31390, 10, -24, -26, -24, -19, -21, -21, -20, -19, -13, 127, -11, -19, 11)
(31391, 11, -9, -21, -38, -31, -23, -19, -22, -14, -18, -8, 127, -12, 11)
(31392, 12, -19, -21, -34, -32, -24, -25, -37, -33, -19, -20, -14, 127, 11)
(31393, 1, 127, -10, -20, -18, -26, -26, -32, -24, -21, -24, -12, -19, 16)
(31394, 2, -6, 127, -7, -16, -21, -22, -19, -40, -24, -24, -21, -18, 16)
(31395, 3, -21, -11, 127, -10, -18, -19, -21, -27, -22, -27, -42, -35, 16)
(31396, 4, -16, -22, -7, 127, -7, -18, -20, -22, -21, -18, -32, -28, 16)
(31397, 5, -28, -24, -18, -13, 127, -12, -18, -18, -26, -21, -27, -24, 16)
(31398, 6, -26, -21, -15, -19, -13, 127, -12, -14, -16, -22, -21, -22, 16)
(31399, 7, -43, -25, -20, -29, -18, -10, 127, -10, -16, -19, -24, -37, 16)
(31400, 8, -28, -31, -27, -27, -17, -16, -12, 127, -8, -19, -17, -30, 16)
(31401, 9, -32, -36, -19, -28, -23, -18, -18, -8, 127, -12, -20, -17, 16)
(31402, 10, -21, -30, -30, -20, -23, -28, -19, -17, -14, 127, -10, -19, 16)
(31403, 11, -12, -23, -26, -33, -21, -24, -22, -19, -13, -8, 127, -10, 16)
(31404, 12, -16, -24, -25, -30, -30, -22, -30, -28, -19, -18, -10, 127, 16)
(31405, 1, 127, -7, -20, -19, -27, -27, -45, -28, -31, -21, -15, -15, 21)
(31406, 2, -7, 127, -8, -22, -21, -19, -24, -30, -36, -28, -24, -21, 21)
(31407, 3, -21, -10, 127, -10, -18, -17, -22, -29, -21, -31, -31, -25, 21)
(31408, 4, -20, -19, -10, 127, -9, -17, -28, -25, -26, -18, -34, -26, 21)
(31409, 5, -22, -19, -17, -14, 127, -13, -19, -18, -24, -24, -25, -30, 21)
(31410, 6, -28, -27, -18, -19, -12, 127, -10, -17, -18, -29, -26, -20, 21)
(31411, 7, -58, -27, -26, -22, -22, -11, 127, -11, -17, -19, -24, -28, 21)
(31412, 8, -22, -21, -19, -24, -20, -14, -13, 127, -9, -17, -21, -26, 21)
(31413, 9, -19, -22, -21, -32, -19, -21, -19, -10, 127, -13, -15, -18, 21)
(31414, 10, -23, -30, -27, -29, -23, -21, -21, -21, -13, 127, -11, -16, 21)
(31415, 11, -12, -27, -26, -34, -24, -19, -19, -16, -13, -8, 127, -7, 21)
(31416, 12, -13, -24, -28, -31, -25, -22, -36, -24, -27, -19, -12, 127, 21)
