42075,2,-65,127,-66,-72,-67,-79,-64,-67,127,127,127,127,127,127,127,127,127,127
42098,7,-74,-73,-77,-68,-78,-69,127,-80,127,127,127,127,127,127,127,127,127,127
48128,1,127,-81,-72,-77,-84,-78,127,-65,127,127,127,127,127,127,127,127,127,127
48131,4,-75,-74,-65,127,-70,-71,127,127,127,127,127,127,127,127,127,127,127,127
48170,7,-73,127,127,-72,-78,-73,127,-70,127,127,127,127,127,127,127,127,127,127
48183,2,-64,127,-64,-69,-74,-76,-67,127,127,127,127,127,127,127,127,127,127,127
48184,3,-77,-65,127,-71,-72,-72,-89,127,127,127,127,127,127,127,127,127,127,127
48185,4,-79,-71,-67,127,-70,-71,-72,127,127,127,127,127,127,127,127,127,127,127
48187,6,-75,-80,-72,-66,-66,127,-64,127,127,127,127,127,127,127,127,127,127,127
48200,1,127,-81,-72,-77,-85,-78,-72,-66,127,127,127,127,127,127,127,127,127,127
48203,4,-75,-74,-65,127,-71,-70,-77,-75,127,127,127,127,127,127,127,127,127,127
48221,4,-71,-64,-62,127,-66,-77,-80,-80,127,127,127,127,127,127,127,127,127,127
48223,6,-73,-78,-70,-64,-63,127,-72,-70,127,127,127,127,127,127,127,127,127,127
48225,8,-62,-66,-66,-88,-75,-68,-61,127,127,127,127,127,127,127,127,127,127,127
48239,5,127,-73,-80,-61,127,-69,-75,-73,127,127,127,127,127,127,127,127,127,127
48240,6,127,-88,-72,-68,-63,127,-63,-64,127,127,127,127,127,127,127,127,127,127
48241,7,127,-69,-80,-72,-78,-73,127,-70,127,127,127,127,127,127,127,127,127,127
48253,1,127,-71,-69,-67,-76,-74,-70,127,127,127,127,127,127,127,127,127,127,127
48254,2,-63,127,-64,-69,-74,-76,-67,127,127,127,127,127,127,127,127,127,127,127
48258,6,-75,-80,-72,-66,-66,127,-64,127,127,127,127,127,127,127,127,127,127,127
48271,1,127,-80,127,-77,-85,-78,-72,-66,127,127,127,127,127,127,127,127,127,127
48274,4,-75,-73,-65,127,-70,-71,-77,-75,127,127,127,127,127,127,127,127,127,127
48291,3,127,-61,127,-81,127,-75,-82,-73,127,127,127,127,127,127,127,127,127,127
48296,8,127,127,-66,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
48311,5,-75,-73,-80,-61,127,-69,127,-73,127,127,127,127,127,127,127,127,127,127
48312,6,-70,-88,-72,-67,-63,127,-64,-64,127,127,127,127,127,127,127,127,127,127
48325,1,127,-71,-69,-67,-75,-74,127,127,127,127,127,127,127,127,127,127,127,127
48326,2,-64,127,-64,-69,-74,-76,127,127,127,127,127,127,127,127,127,127,127,127
48330,6,-75,-80,-72,-66,-66,127,127,127,127,127,127,127,127,127,127,127,127,127
48343,1,127,-81,-72,-77,-84,-78,-72,-65,127,127,127,127,127,127,127,127,127,127
48346,4,-75,-74,-65,127,-71,-71,127,-75,127,127,127,127,127,127,127,127,127,127
48383,5,-75,-73,-80,-61,127,127,-75,-73,127,127,127,127,127,127,127,127,127,127
48384,6,-70,-88,-71,-68,-63,127,127,-64,127,127,127,127,127,127,127,127,127,127
48385,7,-73,-69,-79,-72,-78,-74,127,-70,127,127,127,127,127,127,127,127,127,127
48386,8,-61,-64,-66,-78,-76,-70,-60,127,127,127,127,127,127,127,127,127,127,127
48397,1,127,-71,-69,-67,-75,-74,-70,-64,127,127,127,127,127,127,127,127,127,127
48398,2,-64,127,-64,-69,-74,-76,-67,-67,127,127,127,127,127,127,127,127,127,127
48399,3,-77,-65,127,-71,-72,-72,-89,-67,127,127,127,127,127,127,127,127,127,127
48402,6,-75,-80,-72,-66,-66,127,-65,-68,127,127,127,127,127,127,127,127,127,127
48415,1,127,-81,127,-77,127,-78,127,-65,127,127,127,127,127,127,127,127,127,127
48418,4,-75,-74,-65,127,-71,-71,127,-74,127,127,127,127,127,127,127,127,127,127
48435,3,-72,-61,127,-81,-75,-75,-80,-73,127,127,127,127,127,127,127,127,127,127
48440,8,-62,-66,-66,-88,-75,-68,-61,127,127,127,127,127,127,127,127,127,127,127
48455,5,-75,-73,-80,-61,127,-69,-75,-73,127,127,127,127,127,127,127,127,127,127
48456,6,-70,-89,-72,-68,-63,127,-63,-63,127,127,127,127,127,127,127,127,127,127
48458,8,-62,-64,-66,-78,-76,-70,-61,127,127,127,127,127,127,127,127,127,127,127
48469,1,127,-71,-69,-67,-75,-74,-70,-64,127,127,127,127,127,127,127,127,127,127
48470,2,-64,127,-64,-69,-74,-76,-67,-67,127,127,127,127,127,127,127,127,127,127
48471,3,-77,-65,127,-71,-73,-72,-88,-66,127,127,127,127,127,127,127,127,127,127
48474,6,-75,-80,-72,-66,-66,127,-65,-68,127,127,127,127,127,127,127,127,127,127
48487,1,127,-81,-72,-77,-84,-78,127,-65,127,127,127,127,127,127,127,127,127,127
48490,4,-75,-74,-65,127,-71,-71,127,-74,127,127,127,127,127,127,127,127,127,127
48507,3,-72,-61,127,-81,-75,-75,-80,-73,127,127,127,127,127,127,127,127,127,127
48508,4,-71,-64,-61,127,-66,-77,-81,-79,127,127,127,127,127,127,127,127,127,127
48510,6,-73,127,-70,-64,-64,127,-72,-70,127,127,127,127,127,127,127,127,127,127
48512,8,-61,-66,-66,-88,-75,-68,-61,127,127,127,127,127,127,127,127,127,127,127
48527,5,-75,-73,-81,-61,127,-69,-75,-73,127,127,127,127,127,127,127,127,127,127
48528,6,-70,-88,-71,-68,-63,127,-64,-64,127,127,127,127,127,127,127,127,127,127
48529,7,-73,-69,-79,-72,-78,-73,127,-70,127,127,127,127,127,127,127,127,127,127
48530,8,-62,-64,-66,-78,-76,-70,-60,127,127,127,127,127,127,127,127,127,127,127
48542,2,-64,127,-64,-69,-73,-76,-67,-67,127,127,127,127,127,127,127,127,127,127
48584,8,-61,-66,-66,127,-75,-68,-61,127,127,127,127,127,127,127,127,127,127,127
48614,2,-64,127,-64,127,127,127,127,127,127,127,127,127,127,127,127,127,127,127
48618,6,-75,-80,-72,-66,-66,127,127,127,127,127,127,127,127,127,127,127,127,127
48631,1,127,127,127,-77,-84,-78,-72,-65,127,127,127,127,127,127,127,127,127,127
48634,4,-75,-74,-64,127,-71,-71,-76,127,127,127,127,127,127,127,127,127,127,127
48651,3,127,-61,127,-81,-75,-74,-80,-73,127,127,127,127,127,127,127,127,127,127
48670,5,127,-73,-81,-61,127,-69,-75,127,127,127,127,127,127,127,127,127,127,127
48671,6,127,-89,-71,-67,-61,127,-63,127,127,127,127,127,127,127,127,127,127,127
48684,1,127,-71,-69,-67,-75,-73,127,127,127,127,127,127,127,127,127,127,127,127
48685,2,-64,127,-64,-69,-74,-76,127,127,127,127,127,127,127,127,127,127,127,127
48687,4,-79,-70,-67,127,-71,-71,127,127,127,127,127,127,127,127,127,127,127,127
48705,4,-75,-74,-65,127,-71,-71,-77,-74,127,127,127,127,127,127,127,127,127,127
