7087,6,-71,-69,-77,-67,-69,127,-64,-70,127,127,127,127,127,127,127,127,127,127
7089,8,-64,-68,-75,-61,-70,-78,-64,127,127,127,127,127,127,127,127,127,127,127
7100,1,127,-75,-73,-76,127,-75,-76,-66,127,127,127,127,127,127,127,127,127,127
7553,5,-72,-73,-82,-63,127,-68,-76,-67,127,127,127,127,127,127,127,127,127,127
7124,7,-73,-74,-68,-69,-82,-75,127,-75,127,127,127,127,127,127,127,127,127,127
7556,8,-66,-65,-69,-66,-68,127,127,127,127,127,127,127,127,127,127,127,127,127
7567,1,127,-69,-72,-70,-73,127,127,-62,127,127,127,127,127,127,127,127,127,127
7997,2,-64,127,-64,-67,-72,127,127,127,127,127,127,127,127,127,127,127,127,127
8002,7,-75,-79,-74,-69,-77,-71,127,127,127,127,127,127,127,127,127,127,127,127
8003,8,-64,-69,-75,-63,-70,127,-64,127,127,127,127,127,127,127,127,127,127,127
8014,1,127,-75,-73,-77,127,127,-76,-66,127,127,127,127,127,127,127,127,127,127
8069,2,-65,127,-65,-67,-72,-74,-70,-68,127,127,127,127,127,127,127,127,127,127
8053,4,-66,127,-67,127,-68,-66,-65,-69,127,127,127,127,127,127,127,127,127,127
8054,5,-72,127,-82,-63,127,-68,-75,-67,127,127,127,127,127,127,127,127,127,127
8056,7,-73,127,-77,-69,-77,-76,127,-69,127,127,127,127,127,127,127,127,127,127
8075,8,-64,-69,-75,-63,-70,127,-64,127,127,127,127,127,127,127,127,127,127,127
8086,1,127,-75,-73,-77,-80,-75,127,-66,127,127,127,127,127,127,127,127,127,127
8087,2,-67,127,-66,-76,-72,-72,-72,-73,127,127,127,127,127,127,127,127,127,127
8496,1,127,-74,-73,-76,127,-75,-76,-66,127,127,127,127,127,127,127,127,127,127
8551,2,-64,127,127,-67,127,-74,127,-67,127,127,127,127,127,127,127,127,127,127
8518,5,-76,-69,-75,-58,127,-83,-77,-78,127,127,127,127,127,127,127,127,127,127
8520,7,-73,-74,-68,-69,-83,-75,127,-75,127,127,127,127,127,127,127,127,127,127
8557,8,-64,-69,-75,-63,-70,-78,-64,127,127,127,127,127,127,127,127,127,127,127
8568,1,127,-73,-73,-76,-80,-75,-76,-66,127,127,127,127,127,127,127,127,127,127
8623,2,-65,127,127,127,-72,-74,-71,-68,127,127,127,127,127,127,127,127,127,127
8571,4,-75,-72,-67,127,-73,-69,-70,-67,127,127,127,127,127,127,127,127,127,127
8590,5,-76,-68,-75,-58,127,-83,-77,-78,127,127,127,127,127,127,127,127,127,127
8627,6,-72,-69,-77,-67,-69,127,-64,-70,127,127,127,127,127,127,127,127,127,127
8610,7,-73,-73,127,127,-76,-76,127,-69,127,127,127,127,127,127,127,127,127,127
8629,8,-64,-68,-75,-61,-70,-78,-64,127,127,127,127,127,127,127,127,127,127,127
8640,1,127,-75,-73,127,-80,-75,-76,-66,127,127,127,127,127,127,127,127,127,127
8695,2,-64,127,-64,127,127,127,-71,-69,127,127,127,127,127,127,127,127,127,127
8660,3,-69,-60,127,-75,-74,-75,-72,-75,127,127,127,127,127,127,127,127,127,127
8661,4,-71,-67,-61,127,-70,-78,-74,-70,127,127,127,127,127,127,127,127,127,127
8662,5,-76,-69,-75,-58,127,-82,-77,-78,127,127,127,127,127,127,127,127,127,127
8699,6,-72,-69,-77,-67,-68,127,-64,-70,127,127,127,127,127,127,127,127,127,127
8682,7,-73,-73,-77,127,127,127,127,-69,127,127,127,127,127,127,127,127,127,127
8701,8,-64,-68,-75,-61,-70,-78,-64,127,127,127,127,127,127,127,127,127,127,127
8712,1,127,-75,-73,-77,-80,-75,127,-66,127,127,127,127,127,127,127,127,127,127
8713,2,-68,127,-66,-76,-72,-71,-72,-73,127,127,127,127,127,127,127,127,127,127
8732,3,-69,-60,127,-74,-74,-75,-72,-75,127,127,127,127,127,127,127,127,127,127
8733,4,-71,-67,-61,127,-71,-78,-74,-69,127,127,127,127,127,127,127,127,127,127
8734,5,-76,-68,-75,-58,127,-83,-77,-78,127,127,127,127,127,127,127,127,127,127
8770,6,-72,-69,127,-66,127,127,-64,-70,127,127,127,127,127,127,127,127,127,127
8753,7,127,-74,127,-69,127,-76,127,-69,127,127,127,127,127,127,127,127,127,127
8772,8,-64,-69,-75,-61,127,-78,-64,127,127,127,127,127,127,127,127,127,127,127
8783,1,127,-75,-73,127,127,-75,-76,-66,127,127,127,127,127,127,127,127,127,127
8784,2,-67,127,-66,127,127,-71,-71,-73,127,127,127,127,127,127,127,127,127,127
8805,5,-76,-68,-75,-58,127,-83,-76,-78,127,127,127,127,127,127,127,127,127,127
8824,7,127,-74,127,127,-77,-75,127,-69,127,127,127,127,127,127,127,127,127,127
8843,8,-64,-68,-74,-61,-70,-78,-64,127,127,127,127,127,127,127,127,127,127,127
8854,1,127,127,-73,-76,-80,-76,-76,-66,127,127,127,127,127,127,127,127,127,127
8855,2,-68,127,-66,-76,-72,-71,-71,-73,127,127,127,127,127,127,127,127,127,127
8875,4,-71,-67,-61,127,-70,-78,-74,-70,127,127,127,127,127,127,127,127,127,127
8876,5,-76,-69,-75,-58,127,-84,-77,-78,127,127,127,127,127,127,127,127,127,127
8914,7,-75,-79,-74,-69,127,-71,127,-78,127,127,127,127,127,127,127,127,127,127
8915,8,-64,-69,-75,-62,127,-78,-64,127,127,127,127,127,127,127,127,127,127,127
8926,1,127,127,-73,-76,127,-75,-76,-66,127,127,127,127,127,127,127,127,127,127
8981,2,-65,127,127,-67,-72,127,-71,-68,127,127,127,127,127,127,127,127,127,127
8946,3,-70,-60,127,-74,-74,-75,-72,-76,127,127,127,127,127,127,127,127,127,127
8965,4,-66,127,127,127,-68,-64,-66,-69,127,127,127,127,127,127,127,127,127,127
8966,5,-73,127,127,-63,127,-68,-76,-67,127,127,127,127,127,127,127,127,127,127
8968,7,-73,127,127,-69,-76,127,127,-69,127,127,127,127,127,127,127,127,127,127
8987,8,-64,-69,-75,-63,-70,-78,-64,127,127,127,127,127,127,127,127,127,127,127
