18, -64, -61, -62, -63, -72, -66, -64, -71, -60, -56, -59, -58, -58, -57, -67, -62, -53, -57, -45, -55, -59, -54, -68, -54, -59, -61, -58, -67, 11, 40, 37
19, -66, -69, -64, -66, -54, -63, -63, -62, -60, -57, -58, -57, -57, -54, -58, -58, -57, -52, -53, -45, -51, -50, -60, -57, -55, -58, -58, -60, 11, 40, 37
20, -70, -66, -68, -62, -63, -62, -64, -76, -64, -62, -55, -58, -59, -58, -59, -64, -58, -65, -60, -51, -45, -41, -59, -55, -55, -54, -54, -59, 11, 40, 37
21, -58, -70, -67, -66, -66, -68, -77, -68, -65, -64, -64, -60, -60, -58, -60, -78, -55, -64, -54, -50, -43, -45, -49, -55, -64, -59, -60, -61, 11, 40, 37
22, -49, -70, -58, -70, -62, -60, -62, -59, -62, -59, -54, -56, -60, -59, -60, -54, -72, -54, -64, -60, -57, -43, -45, -45, -49, -44, -55, -58, 11, 40, 37
20, -71, -64, -67, -63, -63, -62, -64, -79, -64, -60, -55, -59, -59, -55, -58, -66, -54, -67, -58, -51, -45, -41, -57, -55, -55, -56, -54, -55, 11, 40, 37
21, -58, -73, -68, -65, -65, -68, -73, -68, -65, -64, -64, -59, -60, -59, -62, -81, -56, -63, -54, -53, -44, -45, -47, -54, -65, -60, -60, -63, 11, 40, 37
22, -47, -68, -58, -66, -62, -60, -60, -60, -63, -60, -54, -56, -60, -59, -61, -58, -70, -54, -62, -60, -57, -43, -45, -45, -46, -44, -54, -60, 11, 40, 37
23, -64, -71, -66, -73, -54, -55, -62, -61, -59, -63, -59, -58, -62, -67, -62, -62, -61, -70, -54, -56, -60, -58, -47, -45, -49, -51, -58, -60, 11, 40, 37
24, -55, -76, -70, -64, -59, -56, -54, -60, -59, -61, -62, -66, -66, -76, -67, -62, -64, -55, -58, -54, -56, -64, -51, -50, -45, -50, -51, -68, 11, 40, 37
25, -45, -68, -58, -59, -64, -58, -58, -69, -60, -54, -58, -59, -65, -71, -66, -60, -61, -58, -60, -59, -54, -54, -45, -49, -45, -45, -45, -57, 11, 40, 37
26, -46, -65, -53, -56, -55, -56, -66, -58, -64, -60, -55, -59, -60, -66, -74, -68, -61, -58, -56, -59, -58, -60, -56, -54, -52, -51, -45, -45, 11, 40, 37
