15, -55, -62, -67, -62, -62, -64, -54, -70, -70, -69, -70, -66, -61, -45, -44, -45, -54, -54, -60, -58, -66, -76, -55, -62, -63, -63, -69, -58, 11, 13, 47
16, -67, -74, -68, -66, -54, -60, -61, -64, -65, -66, -62, -58, -53, -55, -51, -55, -45, -45, -52, -58, -56, -55, -71, -62, -65, -62, -61, -64, 11, 13, 47
17, -66, -63, -59, -66, -58, -61, -60, -67, -66, -70, -60, -56, -53, -55, -60, -58, -45, -45, -58, -54, -71, -63, -60, -71, -59, -59, -58, -62, 11, 13, 47
18, -66, -62, -62, -76, -66, -66, -64, -76, -60, -60, -62, -56, -58, -58, -70, -62, -51, -57, -45, -55, -59, -54, -68, -59, -60, -61, -56, -70, 11, 13, 47
19, -68, -68, -64, -62, -58, -63, -61, -60, -62, -61, -58, -56, -57, -59, -60, -58, -57, -52, -53, -45, -51, -50, -60, -56, -57, -59, -58, -62, 11, 13, 47
17, -64, -64, -60, -62, -54, -61, -59, -67, -67, -71, -60, -56, -54, -55, -60, -57, -46, -45, -57, -54, -70, -64, -60, -72, -59, -58, -59, -60, 11, 13, 47
18, -66, -61, -65, -64, -68, -62, -63, -73, -61, -60, -62, -58, -59, -59, -69, -62, -53, -57, -45, -56, -60, -54, -69, -55, -60, -61, -60, -71, 11, 13, 47
19, -66, -66, -76, -64, -55, -62, -62, -60, -62, -55, -58, -55, -57, -58, -59, -58, -56, -51, -53, -45, -50, -48, -60, -56, -57, -57, -57, -60, 11, 13, 47
20, -77, -70, -65, -62, -66, -62, -62, -70, -65, -62, -54, -58, -57, -59, -58, -64, -54, -66, -58, -51, -45, -41, -58, -55, -54, -58, -58, -59, 11, 13, 47
21, -54, -70, -69, -81, -64, -64, -75, -66, -66, -66, -65, -59, -60, -58, -61, -75, -55, -64, -54, -52, -43, -45, -47, -54, -65, -57, -60, -64, 11, 13, 47
22, -49, -69, -58, -68, -64, -59, -58, -60, -64, -61, -54, -56, -60, -60, -60, -58, -69, -58, -65, -60, -57, -43, -45, -44, -50, -45, -48, -55, 11, 13, 47
23, -67, -77, -62, -65, -64, -54, -61, -60, -57, -62, -55, -56, -62, -64, -62, -61, -60, -71, -54, -56, -59, -58, -46, -45, -52, -52, -55, -60, 11, 13, 47
24, -55, -81, -82, -69, -66, -63, -56, -60, -58, -61, -64, -66, -67, -72, -67, -64, -67, -55, -60, -57, -56, -64, -53, -53, -45, -46, -54, -64, 11, 13, 47
25, -46, -68, -57, -54, -64, -62, -63, -69, -60, -56, -58, -60, -65, -79, -66, -61, -60, -54, -59, -57, -55, -60, -47, -54, -44, -45, -45, -56, 11, 13, 47
26, -47, -68, -55, -55, -53, -55, -65, -56, -63, -62, -59, -54, -64, -67, -81, -68, -60, -57, -56, -55, -56, -60, -53, -58, -51, -49, -45, -46, 11, 13, 47
27, -39, -49, -52, -56, -56, -56, -61, -59, -62, -55, -71, -68, -70, -66, -72, -55, -62, -60, -72, -63, -56, -64, -58, -64, -62, -55, -45, -45, 11, 13, 47
0, -45, -49, -55, -63, -62, -63, -71, -63, -64, -62, -66, -68, -66, -68, -76, -63, -68, -66, -68, -73, -78, -58, -54, -69, -56, -49, -51, -41, 11, 13, 47
1, -43, -45, -46, -55, -55, -58, -58, -65, -78, -74, -66, -64, -64, -64, -68, -62, -64, -61, -58, -66, -71, -67, -70, -75, -80, -71, -62, -45, 11, 13, 47
2, -54, -52, -45, -56, -58, -59, -63, -64, -74, -73, -66, -60, -60, -66, -76, -81, -65, -61, -66, -79, -70, -69, -62, -64, -87, -56, -55, -53, 11, 13, 47
3, -61, -57, -54, -45, -50, -57, -61, -76, -75, -62, -61, -62, -54, -57, -62, -66, -60, -60, -63, -65, -63, -85, -69, -66, -67, -58, -55, -55, 11, 13, 47
4, -56, -56, -56, -51, -45, -44, -56, -59, -70, -58, -53, -57, -56, -59, -62, -60, -59, -56, -66, -54, -64, -62, -66, -62, -63, -65, -51, -55, 11, 13, 47
5, -64, -62, -58, -59, -51, -45, -54, -59, -60, -53, -58, -53, -56, -59, -62, -70, -61, -63, -65, -66, -66, -66, -65, -60, -66, -68, -54, -58, 11, 13, 47
6, -74, -55, -62, -62, -54, -56, -45, -44, -51, -47, -54, -54, -55, -59, -56, -60, -60, -58, -64, -64, -66, -76, -62, -62, -54, -65, -66, -61, 11, 13, 47
7, -62, -68, -63, -74, -62, -54, -43, -45, -48, -60, -62, -70, -73, -85, -70, -73, -65, -68, -74, -64, -74, -66, -64, -62, -60, -72, -60, -60, 11, 13, 47
8, -62, -78, -72, -76, -74, -58, -49, -51, -45, -54, -59, -62, -71, -68, -65, -79, -66, -66, -61, -65, -68, -66, -67, -60, -61, -64, -64, -62, 11, 13, 47
9, -60, -75, -69, -62, -56, -47, -45, -60, -54, -45, -52, -58, -60, -64, -63, -73, -66, -70, -60, -58, -64, -65, -63, -64, -62, -60, -62, -54, 11, 13, 47
10, -62, -65, -61, -58, -53, -54, -55, -56, -59, -49, -45, -54, -59, -63, -60, -69, -54, -58, -59, -58, -60, -62, -59, -58, -61, -57, -59, -67, 11, 13, 47
11, -68, -68, -60, -62, -54, -55, -54, -70, -62, -55, -54, -45, -56, -55, -57, -72, -56, -55, -57, -54, -60, -60, -59, -60, -68, -60, -58, -70, 11, 13, 47
12, -65, -66, -59, -56, -57, -54, -54, -73, -71, -60, -59, -55, -45, -55, -54, -62, -52, -53, -58, -55, -54, -60, -64, -62, -68, -68, -64, -73, 11, 13, 47
13, -67, -68, -66, -54, -59, -55, -59, -85, -67, -67, -68, -54, -54, -45, -45, -51, -55, -55, -54, -61, -60, -59, -63, -65, -74, -80, -67, -66, 11, 13, 47
14, -71, -68, -73, -60, -62, -55, -58, -67, -62, -62, -63, -54, -58, -42, -45, -44, -51, -56, -66, -60, -58, -60, -62, -62, -66, -67, -79, -70, 11, 13, 47
15, -60, -63, -79, -65, -60, -65, -56, -70, -76, -70, -70, -68, -61, -45, -44, -45, -54, -54, -60, -58, -65, -72, -59, -57, -62, -62, -66, -59, 11, 13, 47
16, -66, -67, -64, -62, -58, -59, -60, -64, -65, -66, -60, -58, -53, -55, -53, -55, -45, -45, -52, -57, -59, -55, -74, -61, -67, -62, -61, -62, 11, 13, 47
17, -65, -64, -60, -62, -55, -61, -59, -68, -67, -71, -60, -56, -53, -55, -60, -57, -46, -45, -58, -55, -70, -64, -61, -74, -58, -58, -58, -60, 11, 13, 47
18, -66, -61, -66, -64, -69, -63, -63, -72, -60, -60, -62, -56, -58, -58, -69, -62, -53, -57, -45, -56, -60, -54, -68, -58, -60, -62, -58, -73, 11, 13, 47
19, -69, -67, -77, -65, -55, -62, -62, -60, -63, -55, -58, -56, -59, -58, -60, -58, -56, -51, -54, -45, -51, -50, -61, -56, -58, -57, -59, -60, 11, 13, 47
20, -74, -70, -67, -62, -64, -62, -63, -70, -65, -62, -54, -59, -57, -58, -58, -65, -54, -66, -58, -51, -45, -41, -57, -55, -55, -55, -54, -59, 11, 13, 47
21, -54, -70, -68, -85, -64, -64, -75, -66, -66, -66, -66, -59, -60, -58, -62, -75, -55, -63, -54, -53, -43, -45, -47, -54, -66, -59, -61, -64, 11, 13, 47
22, -50, -69, -58, -68, -66, -60, -58, -60, -64, -61, -55, -56, -60, -60, -60, -58, -66, -54, -64, -61, -57, -43, -45, -43, -51, -45, -50, -54, 11, 13, 47
23, -67, -76, -62, -66, -64, -54, -61, -60, -58, -63, -55, -56, -62, -64, -62, -60, -60, -72, -56, -56, -60, -58, -47, -45, -53, -55, -56, -64, 11, 13, 47
24, -54, -85, -83, -68, -64, -62, -57, -60, -60, -62, -63, -67, -68, -73, -67, -64, -66, -55, -60, -54, -55, -65, -53, -51, -45, -45, -52, -62, 11, 13, 47
25, -46, -70, -58, -54, -67, -63, -62, -68, -60, -56, -58, -59, -67, -76, -66, -61, -60, -54, -60, -59, -54, -60, -45, -51, -45, -45, -46, -57, 11, 13, 47
