(8108, 2, 127, 127, -65, -65, -75, 127, 127, -72, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(21904, 1, 127, -75, -71, -76, -74, -77, -72, -60, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(21909, 6, -69, -70, -72, 127, 127, 127, -61, -67, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(21910, 7, -73, -72, -76, 127, 127, -76, 127, -69, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(21922, 1, 127, -69, -71, 127, 127, -73, -72, -63, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(21924, 3, -77, -65, 127, 127, 127, -71, -75, -69, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(21927, 6, -71, -69, -76, -67, -69, 127, -64, -69, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(21928, 7, -75, -79, -74, -70, -78, -70, 127, -78, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(21940, 1, 127, -75, -74, 127, 127, -76, -76, -66, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 26)
(22355, 3, -77, -65, 127, -72, -72, -71, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(22358, 6, -71, -69, -76, -67, -68, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(22359, 7, -75, -79, -73, -70, -78, -70, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(22371, 1, 127, -75, -74, -76, 127, -76, -76, -66, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 26)
(22781, 1, 127, -69, -71, -70, -73, -73, -72, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(22783, 3, -77, -64, 127, -72, -72, -71, -75, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(22786, 6, -71, -69, -76, -67, -69, 127, -64, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(22799, 1, 127, -75, -74, -76, -79, -76, 127, -66, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 26)
(23202, 1, 127, -68, -71, -70, -73, -73, -72, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(23204, 3, -77, -65, 127, -73, -72, -71, -75, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(23208, 7, -75, -79, -74, -69, -78, -70, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(23220, 1, 127, -75, -74, -76, -78, -76, -76, -66, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 26)
(23670, 1, 127, 127, -74, -76, -78, -76, -76, -66, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 26)
(23709, 7, 127, 127, 127, -70, -76, -76, 127, -68, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(23723, 3, 127, -65, 127, -73, -72, -71, -75, -69, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(23726, 6, -71, -69, -76, -67, -68, 127, -64, -69, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(23727, 7, -75, -80, -74, -69, -78, -70, 127, -78, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(23739, 1, 127, -75, -74, -76, -78, -76, -76, -66, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 26)
(23781, 8, 127, 127, -67, 127, -67, -70, -60, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(23797, 6, -71, -69, -76, 127, 127, 127, -64, -69, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(23798, 7, -75, -79, -74, 127, 127, -70, 127, -78, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(23810, 1, 127, -75, 127, 127, 127, -75, -76, -66, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 26)
(23850, 7, 127, 127, -77, -70, -76, 127, 127, -68, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(23851, 8, 127, 127, -67, -65, -67, 127, -61, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(23868, 7, -75, -80, -74, -69, -78, -70, 127, -78, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(23880, 1, 127, -75, -73, -76, -78, -76, -76, -66, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 26)
(24289, 1, 127, -69, -71, -69, 127, 127, -72, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(24291, 3, -77, -65, 127, -73, 127, 127, -75, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(24294, 6, -71, -69, -76, -67, -69, 127, -64, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(24295, 7, -75, -79, -74, -69, -79, -70, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
(24330, 7, -72, -74, -68, -68, -81, -76, 127, -76, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 11)
(24331, 8, -63, -70, -67, -67, -74, -68, -61, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 11)
(24342, 1, 127, -75, -71, -75, -74, -77, -72, -61, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(24345, 4, -66, 127, -67, 127, -67, -65, -64, -70, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 16)
(24360, 1, 127, 127, -70, -70, 127, 127, 127, -63, 127, 127, 127, 127, 127, 127, 127, 127, 127, 127, 21)
